Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable
loft bed with desk,Pink,,Yellow,Bedding,False,False,True,3.0,7700,1925,Pink,Yellow,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,child's room,None,None,None,True,Desk,False,Does not play music,No lighting,FtrBeddesk_Remake_7_4,7_4,3621,9wfQqfT5Jdygx7hqo,True
loft bed with desk,Pink,,Pink,Bedding,False,False,True,3.0,7700,1925,Pink,Pink,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,child's room,None,None,None,True,Desk,False,Does not play music,No lighting,FtrBeddesk_Remake_7_5,7_5,3621,irenLEHMd7Q6HxN6q,True
loft bed with desk,Pink,,Green stripes,Bedding,False,False,True,3.0,7700,1925,Pink,Colorful,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,child's room,None,None,None,True,Desk,False,Does not play music,No lighting,FtrBeddesk_Remake_7_6,7_6,3621,DBFh6zA5gQidBu9Q6,True
loft bed with desk,Pink,,Red stripes,Bedding,False,False,True,3.0,7700,1925,Pink,Colorful,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,child's room,None,None,None,True,Desk,False,Does not play music,No lighting,FtrBeddesk_Remake_7_7,7_7,3621,37PZa9BD8Asg5B3jR,True
log bed,Dark wood,Lumber type,Southwestern flair,Bedding,True,True,True,6.0,,3600,Brown,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_0_0,0_0,4041,Wg9uF8DBwAYuXe2bP,False
log bed,Dark wood,Lumber type,Geometric print,Bedding,True,True,True,6.0,,3600,Brown,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_0_1,0_1,4041,rMHBphuQBNDMtj22S,False
log bed,Dark wood,Lumber type,Bears,Bedding,True,True,True,6.0,,3600,Brown,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_0_2,0_2,4041,4CMfQ9HQPaD6ytqpH,False
log bed,Dark wood,Lumber type,Quilted,Bedding,True,True,True,6.0,,3600,Brown,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_0_3,0_3,4041,GX5ppDoiytQkgXipG,False
log bed,Orange wood,Lumber type,Southwestern flair,Bedding,True,True,True,6.0,,3600,Orange,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_1_0,1_0,4041,jPLXPmDFFZ3ob5Wq3,False
log bed,Orange wood,Lumber type,Geometric print,Bedding,True,True,True,6.0,,3600,Orange,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_1_1,1_1,4041,2Jou98abehvtzXfkj,False
log bed,Orange wood,Lumber type,Bears,Bedding,True,True,True,6.0,,3600,Orange,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_1_2,1_2,4041,dn594ZdqymwuaJzBC,False
log bed,Orange wood,Lumber type,Quilted,Bedding,True,True,True,6.0,,3600,Orange,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_1_3,1_3,4041,Saxh7Rr79JdBHjpxE,False
log bed,White wood,Lumber type,Southwestern flair,Bedding,True,True,True,6.0,,3600,Beige,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_2_0,2_0,4041,5nWo3nyNndc5HQ7Ax,False
log bed,White wood,Lumber type,Geometric print,Bedding,True,True,True,6.0,,3600,Beige,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_2_1,2_1,4041,wYroCxap7Zb4RzXvR,False
log bed,White wood,Lumber type,Bears,Bedding,True,True,True,6.0,,3600,Beige,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_2_2,2_2,4041,h2F43bfYWx9EPkkyT,False
log bed,White wood,Lumber type,Quilted,Bedding,True,True,True,6.0,,3600,Beige,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_2_3,2_3,4041,dW2r9KtrJYpHe4NuF,False
log bed,White birch,Lumber type,Southwestern flair,Bedding,True,True,True,6.0,,3600,White,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_3_0,3_0,4041,42D7Xw2fxxfb9hoze,False
log bed,White birch,Lumber type,Geometric print,Bedding,True,False,True,6.0,,3600,White,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_3_1,3_1,4041,LNG2ZLzWKq9zpmvtq,False
log bed,White birch,Lumber type,Bears,Bedding,True,False,True,6.0,,3600,White,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_3_2,3_2,4041,3yR9yR7Mb8z9PxXpE,False
log bed,White birch,Lumber type,Quilted,Bedding,True,False,True,6.0,,3600,White,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,True,Bed,False,Does not play music,No lighting,FtrLogBedW_Remake_3_3,3_3,4041,bfYegZnABpDmgSjer,False
log bench,Dark wood,Lumber type,,,True,True,False,1.0,,600,Brown,Beige,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Sofa,True,Does not play music,No lighting,FtrLogStoolL_Remake_0_0,0_0,4042,KpHAa8CESiKWtadT7,False
log bench,Orange wood,Lumber type,,,True,True,False,1.0,,600,Orange,Beige,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Sofa,True,Does not play music,No lighting,FtrLogStoolL_Remake_1_0,1_0,4042,SuNySzCAMoc3no4Gs,False
log bench,White wood,Lumber type,,,True,True,False,1.0,,600,Beige,Beige,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Sofa,True,Does not play music,No lighting,FtrLogStoolL_Remake_2_0,2_0,4042,YkfgE6cbA7qwEWqjB,False
log bench,White birch,Lumber type,,,True,True,False,1.0,,600,White,Beige,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Sofa,True,Does not play music,No lighting,FtrLogStoolL_Remake_3_0,3_0,4042,BHFw6FYJapJzftSWs,False
log chair,Dark wood,Lumber type,None,Cushion,True,True,True,3.0,,960,Brown,Brown,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_0_0,0_0,4039,FGGhyTHbY9ez4Ez3j,False
log chair,Dark wood,Lumber type,Southwestern flair,Cushion,True,True,True,3.0,,960,Brown,Colorful,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_0_1,0_1,4039,DNaS4awK4G9nxe2Wb,False
log chair,Dark wood,Lumber type,Geometric print,Cushion,True,True,True,3.0,,960,Brown,Colorful,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_0_2,0_2,4039,tQfDkxG7Jdxj7pN7c,False
log chair,Dark wood,Lumber type,Bears,Cushion,True,True,True,3.0,,960,Brown,Brown,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_0_3,0_3,4039,PxYggFoTTtkcL326g,False
log chair,Dark wood,Lumber type,Quilted,Cushion,True,True,True,3.0,,960,Brown,Light blue,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_0_4,0_4,4039,f8ie9zEXToBJg7exq,False
log chair,Orange wood,Lumber type,None,Cushion,True,True,True,3.0,,960,Orange,Orange,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_1_0,1_0,4039,xDuAdsB7LEf4jBBrh,False
log chair,Orange wood,Lumber type,Southwestern flair,Cushion,True,True,True,3.0,,960,Orange,Colorful,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_1_1,1_1,4039,xQx2BYkFgcSYH7geJ,False
log chair,Orange wood,Lumber type,Geometric print,Cushion,True,True,True,3.0,,960,Orange,Colorful,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_1_2,1_2,4039,wrosk7GEpHGP9Mrht,False
log chair,Orange wood,Lumber type,Bears,Cushion,True,True,True,3.0,,960,Orange,Brown,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_1_3,1_3,4039,P56uXpAQg5Mc9Jt3R,False
log chair,Orange wood,Lumber type,Quilted,Cushion,True,True,True,3.0,,960,Orange,Light blue,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_1_4,1_4,4039,QFoFZCk7ETrjxW8zC,False
log chair,White wood,Lumber type,None,Cushion,True,True,True,3.0,,960,Beige,Beige,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_2_0,2_0,4039,QrTc74doPhxhHWyqj,False
log chair,White wood,Lumber type,Southwestern flair,Cushion,True,True,True,3.0,,960,Beige,Colorful,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_2_1,2_1,4039,RLmAeJAP6SZesao9E,False
log chair,White wood,Lumber type,Geometric print,Cushion,True,True,True,3.0,,960,Beige,Colorful,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_2_2,2_2,4039,7MTHmTmqpN65zxGDW,False
log chair,White wood,Lumber type,Bears,Cushion,True,True,True,3.0,,960,Beige,Brown,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_2_3,2_3,4039,Sm2H2LGfXSwcy2igK,False
log chair,White wood,Lumber type,Quilted,Cushion,True,True,True,3.0,,960,Beige,Light blue,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_2_4,2_4,4039,qfMM8ChwLjMxS8upD,False
log chair,White birch,Lumber type,None,Cushion,True,True,True,3.0,,960,White,White,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_3_0,3_0,4039,x9xhkzs3MoT4ZkvG8,False
log chair,White birch,Lumber type,Southwestern flair,Cushion,True,False,True,3.0,,960,White,Colorful,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_3_1,3_1,4039,aXr2FmPM6xC9izLo7,False
log chair,White birch,Lumber type,Geometric print,Cushion,True,False,True,3.0,,960,White,Colorful,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_3_2,3_2,4039,SgzfRLCiAKBN2ZFjp,False
log chair,White birch,Lumber type,Bears,Cushion,True,False,True,3.0,,960,White,Brown,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_3_3,3_3,4039,K6MssatzNF4WJxL7D,False
log chair,White birch,Lumber type,Quilted,Cushion,True,False,True,3.0,,960,White,Light blue,1x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaS_Remake_3_4,3_4,4039,728NN38nLD4y9mCWj,False
log decorative shelves,Dark wood,Lumber type,None,Mat,True,True,True,4.0,,1560,Brown,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_0_0,0_0,4036,XP6Mm78G4snmDxzHJ,False
log decorative shelves,Dark wood,Lumber type,Southwestern flair,Mat,True,True,True,4.0,,1560,Brown,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_0_1,0_1,4036,P3gfyaF5sRF9RAQGa,False
log decorative shelves,Dark wood,Lumber type,Geometric print,Mat,True,True,True,4.0,,1560,Brown,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_0_2,0_2,4036,soGmED5KCyyLvtSdA,False
log decorative shelves,Dark wood,Lumber type,Bears,Mat,True,True,True,4.0,,1560,Brown,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_0_3,0_3,4036,DNJvfFj8vMg8Fduav,False
log decorative shelves,Dark wood,Lumber type,Quilted,Mat,True,True,True,4.0,,1560,Brown,Light blue,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_0_4,0_4,4036,rQgNDjRmcdWDsAZTr,False
log decorative shelves,Orange wood,Lumber type,None,Mat,True,True,True,4.0,,1560,Orange,Orange,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_1_0,1_0,4036,92veCoMa2rsZWMabR,False
log decorative shelves,Orange wood,Lumber type,Southwestern flair,Mat,True,True,True,4.0,,1560,Orange,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_1_1,1_1,4036,bFSjAhDG2LhSFDubG,False
log decorative shelves,Orange wood,Lumber type,Geometric print,Mat,True,True,True,4.0,,1560,Orange,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_1_2,1_2,4036,fihjZvDxPsh3iwYSa,False
log decorative shelves,Orange wood,Lumber type,Bears,Mat,True,True,True,4.0,,1560,Orange,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_1_3,1_3,4036,w4XLoYzr2fQdfXAyo,False
log decorative shelves,Orange wood,Lumber type,Quilted,Mat,True,True,True,4.0,,1560,Orange,Light blue,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_1_4,1_4,4036,ffvkbSpjTq8vqbxrr,False
log decorative shelves,White wood,Lumber type,None,Mat,True,True,True,4.0,,1560,Beige,Beige,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_2_0,2_0,4036,HmmwHMa7KnWCbzAMp,False
log decorative shelves,White wood,Lumber type,Southwestern flair,Mat,True,True,True,4.0,,1560,Beige,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_2_1,2_1,4036,GvtcJzgdFfSvYDsMW,False
log decorative shelves,White wood,Lumber type,Geometric print,Mat,True,True,True,4.0,,1560,Beige,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_2_2,2_2,4036,avgbzA8cEguPhxBHm,False
log decorative shelves,White wood,Lumber type,Bears,Mat,True,True,True,4.0,,1560,Beige,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_2_3,2_3,4036,JbF4GKXbGuEQBx4RX,False
log decorative shelves,White wood,Lumber type,Quilted,Mat,True,True,True,4.0,,1560,Beige,Light blue,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_2_4,2_4,4036,sYFYuagAvpkZ5vjdL,False
log decorative shelves,White birch,Lumber type,None,Mat,True,True,True,4.0,,1560,White,White,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_3_0,3_0,4036,8FapKZva2Rm4H2gya,False
log decorative shelves,White birch,Lumber type,Southwestern flair,Mat,True,False,True,4.0,,1560,White,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_3_1,3_1,4036,8sRnTz2EA6CHa7XvC,False
log decorative shelves,White birch,Lumber type,Geometric print,Mat,True,False,True,4.0,,1560,White,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_3_2,3_2,4036,wSMN6RC9wkbm9wcSu,False
log decorative shelves,White birch,Lumber type,Bears,Mat,True,False,True,4.0,,1560,White,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_3_3,3_3,4036,4LCgow3wH2izXcXFj,False
log decorative shelves,White birch,Lumber type,Quilted,Mat,True,False,True,4.0,,1560,White,Light blue,2x1,,Crafting,,1.0.0,garden,living room,log,None,False,Shelf,False,Does not play music,No lighting,FtrLogShelf_Remake_3_4,3_4,4036,cg3EH7zYuZPi7jhzW,False
log dining table,Dark wood,Lumber type,None,Placemats,True,True,True,4.0,,1800,Brown,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_0_0,0_0,4040,PLFqDCtsS8ZCurt24,False
log dining table,Dark wood,Lumber type,Southwestern flair,Placemats,True,True,True,4.0,,1800,Brown,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_0_1,0_1,4040,8dQZZwHc2qeFHLtTG,False
log dining table,Dark wood,Lumber type,Geometric print,Placemats,True,True,True,4.0,,1800,Brown,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_0_2,0_2,4040,rTgtiQugyiTEgEr88,False
log dining table,Dark wood,Lumber type,Bears,Placemats,True,True,True,4.0,,1800,Brown,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_0_3,0_3,4040,Bg4DcuhkuH58mdtsX,False
log dining table,Dark wood,Lumber type,Quilted,Placemats,True,True,True,4.0,,1800,Brown,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_0_4,0_4,4040,6DzbewyBCFbHJGuaF,False
log dining table,Orange wood,Lumber type,None,Placemats,True,True,True,4.0,,1800,Orange,Orange,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_1_0,1_0,4040,Cdcv2Gj5shBG3oWdZ,False
log dining table,Orange wood,Lumber type,Southwestern flair,Placemats,True,True,True,4.0,,1800,Orange,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_1_1,1_1,4040,56xtLfinPxTRHM3tr,False
log dining table,Orange wood,Lumber type,Geometric print,Placemats,True,True,True,4.0,,1800,Orange,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_1_2,1_2,4040,QwdE4Z5aBXcbT5DX5,False
log dining table,Orange wood,Lumber type,Bears,Placemats,True,True,True,4.0,,1800,Orange,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_1_3,1_3,4040,MCMXMq7HP6RK9fQhp,False
log dining table,Orange wood,Lumber type,Quilted,Placemats,True,True,True,4.0,,1800,Orange,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_1_4,1_4,4040,rSRTYkXudBS6Crxb7,False
log dining table,White wood,Lumber type,None,Placemats,True,True,True,4.0,,1800,Beige,Beige,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_2_0,2_0,4040,T8gc984bvqfGKoLYH,False
log dining table,White wood,Lumber type,Southwestern flair,Placemats,True,True,True,4.0,,1800,Beige,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_2_1,2_1,4040,E9f9KYDrijzxm642f,False
log dining table,White wood,Lumber type,Geometric print,Placemats,True,True,True,4.0,,1800,Beige,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_2_2,2_2,4040,PhGckxSnwG7xoei2J,False
log dining table,White wood,Lumber type,Bears,Placemats,True,True,True,4.0,,1800,Beige,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_2_3,2_3,4040,hfMfYDgJKWzqHCThz,False
log dining table,White wood,Lumber type,Quilted,Placemats,True,True,True,4.0,,1800,Beige,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_2_4,2_4,4040,GtZHMxjePQFvcs8tM,False
log dining table,White birch,Lumber type,None,Placemats,True,True,True,4.0,,1800,White,White,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_3_0,3_0,4040,GBJX6dzugGGd7WDTu,False
log dining table,White birch,Lumber type,Southwestern flair,Placemats,True,False,True,4.0,,1800,White,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_3_1,3_1,4040,KMkjaPx3zbZmXKfXd,False
log dining table,White birch,Lumber type,Geometric print,Placemats,True,False,True,4.0,,1800,White,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_3_2,3_2,4040,ZBtZNthRZHePDDCwm,False
log dining table,White birch,Lumber type,Bears,Placemats,True,False,True,4.0,,1800,White,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_3_3,3_3,4040,dzxi5Pihxi8iuJ2dB,False
log dining table,White birch,Lumber type,Quilted,Placemats,True,False,True,4.0,,1800,White,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,False,Does not play music,No lighting,FtrLogTableL_Remake_3_4,3_4,4040,29qrKahcSX9ixqX5d,False
log extra-long sofa,Dark wood,Lumber type,None,Cushions,True,True,True,4.0,,1920,Brown,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_0_0,0_0,4044,WHb7Cfx9ZygQtXsEi,False
log extra-long sofa,Dark wood,Lumber type,Southwestern flair,Cushions,True,True,True,4.0,,1920,Brown,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_0_1,0_1,4044,kWAc3Wgxm4eYaMdLM,False
log extra-long sofa,Dark wood,Lumber type,Geometric print,Cushions,True,True,True,4.0,,1920,Brown,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_0_2,0_2,4044,4Xd2PPbgQJAbA2qBC,False
log extra-long sofa,Dark wood,Lumber type,Bears,Cushions,True,True,True,4.0,,1920,Brown,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_0_3,0_3,4044,ERiCjDQ8epn5izxyi,False
log extra-long sofa,Dark wood,Lumber type,Quilted,Cushions,True,True,True,4.0,,1920,Brown,Light blue,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_0_4,0_4,4044,4iF5MDtH7YEEkb5es,False
log extra-long sofa,Orange wood,Lumber type,None,Cushions,True,True,True,4.0,,1920,Orange,Orange,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_1_0,1_0,4044,EkQmWrsrupAmLtjiF,False
log extra-long sofa,Orange wood,Lumber type,Southwestern flair,Cushions,True,True,True,4.0,,1920,Orange,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_1_1,1_1,4044,npk7nAfd4Foe4AoFM,False
log extra-long sofa,Orange wood,Lumber type,Geometric print,Cushions,True,True,True,4.0,,1920,Orange,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_1_2,1_2,4044,LxCWETnYDJuFTSewS,False
log extra-long sofa,Orange wood,Lumber type,Bears,Cushions,True,True,True,4.0,,1920,Orange,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_1_3,1_3,4044,xG66cS9vegGfemr4X,False
log extra-long sofa,Orange wood,Lumber type,Quilted,Cushions,True,True,True,4.0,,1920,Orange,Light blue,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_1_4,1_4,4044,JDyKgchRrPCqv8rEC,False
log extra-long sofa,White wood,Lumber type,None,Cushions,True,True,True,4.0,,1920,Beige,Beige,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_2_0,2_0,4044,3PRDCvS4TDCtQK2Kg,False
log extra-long sofa,White wood,Lumber type,Southwestern flair,Cushions,True,True,True,4.0,,1920,Beige,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_2_1,2_1,4044,McGWpiAkNdAWotQKX,False
log extra-long sofa,White wood,Lumber type,Geometric print,Cushions,True,True,True,4.0,,1920,Beige,Colorful,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_2_2,2_2,4044,xKEeAuTcLxioBDzSh,False
log extra-long sofa,White wood,Lumber type,Bears,Cushions,True,True,True,4.0,,1920,Beige,Brown,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_2_3,2_3,4044,npnSM8ssL8osG3NAi,False
log extra-long sofa,White wood,Lumber type,Quilted,Cushions,True,True,True,4.0,,1920,Beige,Light blue,2x1,,Crafting,,1.0.0,garden,living room,log,None,True,Sofa,False,Does not play music,No lighting,FtrLogSofaL_Remake_2_4,2_4,4044,N9mDiB9qF5jtftdeX,False
