Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Lighting Type,Door Deco,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable
hanging scroll,Purple,,Calligraphy,Design,False,False,True,7,140000,35000,Purple,White,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_4_0,4_0,7282,42B2ejySFK4KksxbE,True
hanging scroll,Purple,,Mountains,Design,False,False,True,7,140000,35000,Purple,Gray,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_4_1,4_1,7282,Y29udd3SufMiNDrSA,True
hanging scroll,Purple,,Fish,Design,False,False,True,7,140000,35000,Purple,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_4_2,4_2,7282,kHXAZCpLdSWkSjJZ7,True
hanging scroll,Purple,,Bird,Design,False,False,True,7,140000,35000,Purple,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_4_3,4_3,7282,gMsxAKrig7NNmki6v,True
hanging scroll,Purple,,Flower,Design,False,False,True,7,140000,35000,Purple,Beige,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_4_4,4_4,7282,C5fSdFpZkmJtzQ2du,True
hanging terrarium,Black,Frame,,,True,True,False,5,,3240,Black,Green,1x1.5,Crafting,,1.0.0,living room,None,None,None,False,Plants,False,No lighting,False,FtrTerrariumWall_Remake_0_0,0_0,3775,oXQnR76JRp3iHycMy,False
hanging terrarium,Gold,Frame,,,True,True,False,5,,3240,Brown,Green,1x1.5,Crafting,,1.0.0,living room,None,None,None,False,Plants,False,No lighting,False,FtrTerrariumWall_Remake_1_0,1_0,3775,7DPeBhiiADTPxY8nj,False
hanging terrarium,Brown,Frame,,,True,True,False,5,,3240,Brown,Green,1x1.5,Crafting,,1.0.0,living room,None,None,None,False,Plants,False,No lighting,False,FtrTerrariumWall_Remake_2_0,2_0,3775,K3qB54puJonAjt75M,False
heart doorplate,Pink,,,,False,False,False,,600,150,Pink,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentPlateHeart_Remake_0_0,0_0,5309,Lmtub5DdFXrXgoR6D,True
heart doorplate,Blue,,,,False,False,False,,600,150,Gray,Light blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentPlateHeart_Remake_1_0,1_0,5309,LvwnwvwwpPczdTuLq,True
heart doorplate,Monotone,,,,False,False,False,,600,150,Black,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentPlateHeart_Remake_2_0,2_0,5309,q8wjLxhoLce4xsRWs,True
heart doorplate,Light blue,,,,False,False,False,,600,150,Blue,Light blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentPlateHeart_Remake_3_0,3_0,5309,AK6iwJsbkvSBCLANE,True
heart doorplate,Green,,,,False,False,False,,600,150,Green,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentPlateHeart_Remake_4_0,4_0,5309,gCZ4KFisK2Chq9vx9,True
heart doorplate,Orange,,,,False,False,False,,600,150,Orange,Orange,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentPlateHeart_Remake_5_0,5_0,5309,bHkYXbik6E39oNo86,True
heart doorplate,Red,,,,False,False,False,,600,150,Red,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentPlateHeart_Remake_6_0,6_0,5309,bgXr3xzPreLGin9wf,True
heart doorplate,Purple,,,,False,False,False,,600,150,Purple,Purple,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentPlateHeart_Remake_7_0,7_0,5309,3Ax6LuJdM5swHE5iL,True
HHA pennant,,,,,False,False,False,,,375,Blue,Yellow,1x1.5,HHA,,1.0.0,living room,expensive,None,None,False,Museum,False,No lighting,False,FtrPenantHha,,7040,MxXAxkekKoMP5Wvuk,False
hyacinth wreath,,,,,True,False,False,,,720,Red,White,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathHyacinth,,5468,DjRfSJNwdpHu4Gshg,False
imperial decorative shelves,Red,,,,False,False,False,,8500,2125,Red,Red,2x1.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,zen-style,None,zen,None,False,Shelf,False,No lighting,False,FtrOrientalShelfWall_Remake_0_0,0_0,3970,N44Bm79ZnhPvb6F2E,True
imperial decorative shelves,Blue,,,,False,False,False,,8500,2125,Blue,Blue,2x1.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,zen-style,None,zen,None,False,Shelf,False,No lighting,False,FtrOrientalShelfWall_Remake_1_0,1_0,3970,AbdA8yT6FhJjFo35P,True
imperial decorative shelves,Brown,,,,False,False,False,,8500,2125,Brown,Brown,2x1.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,zen-style,None,zen,None,False,Shelf,False,No lighting,False,FtrOrientalShelfWall_Remake_2_0,2_0,3970,S3X4bnfPve8dxHdd2,True
imperial decorative shelves,Black,,,,False,False,False,,8500,2125,Black,Black,2x1.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,zen-style,None,zen,None,False,Shelf,False,No lighting,False,FtrOrientalShelfWall_Remake_3_0,3_0,3970,bdSCkWDEB99q5xGMR,True
imperial dining lantern,Gold,,,,False,False,False,,19000,4750,Yellow,Red,1x1.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,shop,zen-style,None,imperial dining,True,Lamp,False,Fluorescent,False,FtrChineseLampWall_Remake_0_0,0_0,8415,8nRurR89dQGH4zwCa,True
imperial dining lantern,Black,,,,False,False,False,,19000,4750,Black,Red,1x1.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,shop,zen-style,None,imperial dining,True,Lamp,False,Fluorescent,False,FtrChineseLampWall_Remake_1_0,1_0,8415,qtaHjJoKKkKYXyGNS,True
imperial dining lantern,Blue,,,,False,False,False,,19000,4750,Blue,Red,1x1.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,shop,zen-style,None,imperial dining,True,Lamp,False,Fluorescent,False,FtrChineseLampWall_Remake_2_0,2_0,8415,9gcsPPJbpnsjMwjY3,True
imperial dining lantern,Red,,,,False,False,False,,19000,4750,Red,Yellow,1x1.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,shop,zen-style,None,imperial dining,True,Lamp,False,Fluorescent,False,FtrChineseLampWall_Remake_3_0,3_0,8415,SE7mBdQAYSwZGvuq7,True
intercom monitor,,,,,False,False,False,,860,215,White,White,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,facility,None,None,True,Home Appliances,False,No lighting,False,FtrIntercom,,3399,3oLMxaMTetGEquJqh,True
iron doorplate,Black,Color,,,True,True,False,1,,1500,Black,Black,1x1,Crafting,,1.0.0,living room,None,iron,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentIron_Remake_0_0,0_0,4752,8bmHCjJaEKEs8Jcwi,False
iron doorplate,White,Color,,,True,True,False,1,,1500,White,White,1x1,Crafting,,1.0.0,living room,None,iron,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentIron_Remake_1_0,1_0,4752,D8ni825m3GWxwQKv9,False
iron doorplate,Blue,Color,,,True,True,False,1,,1500,Blue,Blue,1x1,Crafting,,1.0.0,living room,None,iron,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentIron_Remake_2_0,2_0,4752,qeSZKX9Y8GMv6cCxE,False
iron doorplate,Silver,Color,,,True,True,False,1,,1500,Gray,Gray,1x1,Crafting,,1.0.0,living room,None,iron,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentIron_Remake_3_0,3_0,4752,3iwvyarFQrSWdHiPW,False
iron doorplate,Ash brown,Color,,,True,True,False,1,,1500,Beige,Beige,1x1,Crafting,,1.0.0,living room,None,iron,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentIron_Remake_4_0,4_0,4752,AgfGgDBWg5w96Szec,False
iron doorplate,Gold,Color,,,True,True,False,1,,1500,Yellow,Yellow,1x1,Crafting,,1.0.0,living room,None,iron,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentIron_Remake_5_0,5_0,4752,cJH6ZBwA7hYhEYRe4,False
iron doorplate,Pink,Color,,,True,True,False,1,,1500,Orange,Orange,1x1,Crafting,,1.0.0,living room,None,iron,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentIron_Remake_6_0,6_0,4752,kniB4PPXCJsLPWqfS,False
iron doorplate,Brown,Color,,,True,True,False,1,,1500,Brown,Brown,1x1,Crafting,,1.0.0,living room,None,iron,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentIron_Remake_7_0,7_0,4752,c72kTdRFSyCC8wPrv,False
iron wall lamp,Black,Body color,,,True,True,False,5,,3400,Black,Black,1x1,Crafting,,1.0.0,living room,garage,iron,None,True,Lamp,False,Fluorescent,False,FtrIronLampW_Remake_0_0,0_0,3559,GGEo4iYWTQ83wfzFG,False
iron wall lamp,White,Body color,,,True,True,False,5,,3400,White,White,1x1,Crafting,,1.0.0,living room,garage,iron,None,True,Lamp,False,Fluorescent,False,FtrIronLampW_Remake_1_0,1_0,3559,mWS3p4BbybkxAf9qq,False
iron wall rack,Black,Body color,,,True,True,False,4,,2450,Black,Gray,1x1,Crafting,,1.0.0,living room,garage,iron,None,False,Shelf,False,No lighting,False,FtrIronShelfW_Remake_0_0,0_0,3562,RtqKrio5AzxSXrtR6,False
iron wall rack,White,Body color,,,True,True,False,4,,2450,White,Gray,1x1,Crafting,,1.0.0,living room,garage,iron,None,False,Shelf,False,No lighting,False,FtrIronShelfW_Remake_1_0,1_0,3562,rZ7WRonzrHopTMqB4,False
ironwood clock,Birch,Lumber type,,,True,True,False,3,,1740,Beige,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,True,Clock,False,No lighting,False,FtrIronwoodClockW_Remake_0_0,0_0,3275,vNKBuJATboP4WJc5J,False
ironwood clock,Teak,Lumber type,,,True,True,False,3,,1740,Orange,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,True,Clock,False,No lighting,False,FtrIronwoodClockW_Remake_1_0,1_0,3275,zmzEqh5vjj5RQwqcK,False
ironwood clock,Walnut,Lumber type,,,True,True,False,3,,1740,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,True,Clock,False,No lighting,False,FtrIronwoodClockW_Remake_2_0,2_0,3275,fCsjzpfLvToKtc4nB,False
ironwood clock,Old,Lumber type,,,True,True,False,3,,1740,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,True,Clock,False,No lighting,False,FtrIronwoodClockW_Remake_3_0,3_0,3275,47Ra3WcTeNPgqHCnY,False
ironwood clock,Oak,Lumber type,,,True,True,False,3,,1740,Orange,White,1x1,Crafting,,1.0.0,living room,None,ironwood,None,True,Clock,False,No lighting,False,FtrIronwoodClockW_Remake_4_0,4_0,3275,MozZeSXja3QephxQa,False
key holder,Dark wood,Body color,,,True,True,False,2,,1110,Brown,Brown,1x1,Crafting,,1.0.0,garage,living room,None,None,False,Facility Decor,False,No lighting,False,FtrKeyhanger_Remake_0_0,0_0,3992,mYSFGJ3EvfN65AxFk,False
key holder,Brown wood,Body color,,,True,True,False,2,,1110,Beige,Beige,1x1,Crafting,,1.0.0,garage,living room,None,None,False,Facility Decor,False,No lighting,False,FtrKeyhanger_Remake_1_0,1_0,3992,mjemGmkyrZnabhRHo,False
key holder,White,Body color,,,True,True,False,2,,1110,White,White,1x1,Crafting,,1.0.0,garage,living room,None,None,False,Facility Decor,False,No lighting,False,FtrKeyhanger_Remake_2_0,2_0,3992,GNDXQmdfgZJPD6ebE,False
key holder,Black,Body color,,,True,True,False,2,,1110,Black,Black,1x1,Crafting,,1.0.0,garage,living room,None,None,False,Facility Decor,False,No lighting,False,FtrKeyhanger_Remake_3_0,3_0,3992,Dygq8pkpSW8QePpYg,False
Leo sculpture,,,,,True,False,False,,,21975,White,Yellow,1x1,Crafting,,1.0.0,expensive,None,stars,None,False,Sculpture,False,No lighting,False,FtrZodiacLeo,,5964,WWysMfHGukSAM2Qph,False
light switch,Gray,,,,False,False,False,,340,85,Gray,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,facility,None,None,True,Home Appliances,False,No lighting,False,FtrSwitchWall_Remake_0_0,0_0,3471,rQE2byXQiBvr53TgP,True
light switch,Brown,,,,False,False,False,,340,85,Brown,Gray,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,facility,None,None,True,Home Appliances,False,No lighting,False,FtrSwitchWall_Remake_1_0,1_0,3471,r6BvCjdKczDuXMiHJ,True
light switch,White,,,,False,False,False,,340,85,White,White,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,facility,None,None,True,Home Appliances,False,No lighting,False,FtrSwitchWall_Remake_2_0,2_0,3471,y6iByh2HeM4ec8meb,True
light switch,Wood grain,,,,False,False,False,,340,85,Brown,White,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,facility,None,None,True,Home Appliances,False,No lighting,False,FtrSwitchWall_Remake_3_0,3_0,3471,JB7zeDsK92ybsrtMb,True
lily wreath,,,,,True,False,False,,,720,Red,Yellow,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathYuri,,5641,zxaMEH6t7K7emezta,False
log wall-mounted clock,Dark wood,Lumber type,,,True,True,False,2,,990,Brown,Beige,1x1,Crafting,,1.0.0,garden,living room,log,None,True,Clock,False,No lighting,False,FtrLogClockWall_Remake_0_0,0_0,4037,mz684LXNfkspZDLDf,False
log wall-mounted clock,Orange wood,Lumber type,,,True,True,False,2,,990,Orange,Beige,1x1,Crafting,,1.0.0,garden,living room,log,None,True,Clock,False,No lighting,False,FtrLogClockWall_Remake_1_0,1_0,4037,HvQyCt84xohvzGnzo,False
log wall-mounted clock,White wood,Lumber type,,,True,True,False,2,,990,Beige,Beige,1x1,Crafting,,1.0.0,garden,living room,log,None,True,Clock,False,No lighting,False,FtrLogClockWall_Remake_2_0,2_0,4037,BjGQNh6EjAswWu4hT,False
log wall-mounted clock,White birch,Lumber type,,,True,True,False,2,,990,White,Beige,1x1,Crafting,,1.0.0,garden,living room,log,None,True,Clock,False,No lighting,False,FtrLogClockWall_Remake_3_0,3_0,4037,FppjfiWfciM7Lna2P,False
macrame tapestry,White,,,,False,False,False,,840,210,Beige,Beige,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,False,Supplies,False,No lighting,False,FtrMacrametapestry_Remake_0_0,0_0,4119,xLHFMTMSb7wSuaj6i,True
macrame tapestry,Green,,,,False,False,False,,840,210,Green,Green,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,False,Supplies,False,No lighting,False,FtrMacrametapestry_Remake_1_0,1_0,4119,4SzJX5waNijmGpw9F,True
macrame tapestry,Pink,,,,False,False,False,,840,210,Beige,Pink,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,False,Supplies,False,No lighting,False,FtrMacrametapestry_Remake_2_0,2_0,4119,L8qkZyvoDRGY8Z8Ku,True
macrame tapestry,Blue,,,,False,False,False,,840,210,Beige,Light blue,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,False,Supplies,False,No lighting,False,FtrMacrametapestry_Remake_3_0,3_0,4119,4TuY3aK2s3LimFNoS,True
magnetic knife rack,Stainless steel,,,,False,False,False,,1400,350,Gray,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,No lighting,False,FtrKniferackWall_Remake_0_0,0_0,4118,utM3v57qgymPACujB,True
magnetic knife rack,Wooden,,,,False,False,False,,1400,350,Beige,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,No lighting,False,FtrKniferackWall_Remake_1_0,1_0,4118,T74q3Ea6zWxcZQTEd,True
magnetic knife rack,Pop,,,,False,False,False,,1400,350,Orange,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,No lighting,False,FtrKniferackWall_Remake_2_0,2_0,4118,A2WGBqWHo9sA7tp2W,True
mantis-head model,,,,,False,False,False,,1500,375,Green,Green,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,False,Special Insect,False,No lighting,False,FtrInsectKamakiriFace,,11098,MB6ck2v9T8Y42ZyGR,True
mobile,Hot air balloons,,,,False,False,False,,780,195,Colorful,Colorful,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,True,Supplies,False,No lighting,False,FtrMobile_Remake_0_0,0_0,9565,bMEzNi4ZSo3ZPyBnF,True
mobile,Sheep,,,,False,False,False,,780,195,Colorful,Colorful,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,True,Supplies,False,No lighting,False,FtrMobile_Remake_1_0,1_0,9565,9JEvGjWQrgL375ycv,True
mobile,Ocean creatures,,,,False,False,False,,780,195,Colorful,Colorful,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,True,Supplies,False,No lighting,False,FtrMobile_Remake_2_0,2_0,9565,mB2ar9nB67m6hTm7K,True
mobile,Space,,,,False,False,False,,780,195,Colorful,Colorful,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,True,Supplies,False,No lighting,False,FtrMobile_Remake_3_0,3_0,9565,7scDFwtSabzfahkvJ,True
mobile,Gorgeous,,,,False,False,False,,780,195,Orange,Gray,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,True,Supplies,False,No lighting,False,FtrMobile_Remake_4_0,4_0,9565,GvgQ3SmQY4yvu8djk,True
Mom's art,Still Life,Art,,,False,True,False,1,,88,Colorful,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomArt_Remake_0_0,0_0,7139,yo9motrTZdsi62wAq,False
Mom's art,Street with Trees,Art,,,False,True,False,1,,88,Colorful,Beige,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomArt_Remake_1_0,1_0,7139,ngzzKQdyD9zhXaKMF,False
Mom's art,Nostalgia,Art,,,False,True,False,1,,88,White,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomArt_Remake_2_0,2_0,7139,xDMmWCHrvonjL5YGu,False
Mom's art,Angel,Art,,,False,True,False,1,,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomArt_Remake_3_0,3_0,7139,22zuXPgM8uQw7CGeB,False
Mom's art,Sweet Roses,Art,,,False,True,False,1,,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomArt_Remake_4_0,4_0,7139,3CMupS6GdJ9J2jJbt,False
Mom's art,Field of Flowers,Art,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomArt_Remake_5_0,5_0,7139,JqDA6bBmadaLF9cDZ,False
Mom's art,Dog,Art,,,False,True,False,1,,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomArt_Remake_6_0,6_0,7139,ihDeH8TdgRtew8tEG,False
Mom's art,Blooming,Art,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomArt_Remake_7_0,7_0,7139,nAHXRLWs3Lmpa8aH8,False
Mom's embroidery,Flowers,Design,,,False,True,False,1,,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomEmbroidery_Remake_0_0,0_0,7145,TbXL3d8sfck28KBGM,False
Mom's embroidery,Bird,Design,,,False,True,False,1,,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomEmbroidery_Remake_1_0,1_0,7145,Y7DgNiXjdr7YgKCZ8,False
Mom's embroidery,Bouquet,Design,,,False,True,False,1,,88,Colorful,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomEmbroidery_Remake_2_0,2_0,7145,gQCeqavpxLFdSGund,False
Mom's embroidery,Girl,Design,,,False,True,False,1,,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomEmbroidery_Remake_3_0,3_0,7145,y9QqngAQvRFHocS9M,False
Mom's embroidery,Fairy tale,Design,,,False,True,False,1,,88,Colorful,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomEmbroidery_Remake_4_0,4_0,7145,zRXaEpNJJSbKwB5s5,False
Mom's embroidery,Trees,Design,,,False,True,False,1,,88,Colorful,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,No lighting,False,FtrMomEmbroidery_Remake_5_0,5_0,7145,CAY2n7EhQSME2AnSh,False
mounted black bass,,,,,False,False,False,,1300,325,Green,Beige,1x0.5,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,ocean,facility,None,None,False,Special Fish,False,No lighting,False,FtrFishBlackbassWall,,11127,Qavtu3AuS8rgdNTEj,True
mounted blue marlin,,,,,False,False,False,,5000,1250,Blue,Gray,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,ocean,facility,None,None,False,Special Fish,False,No lighting,False,FtrFishKajikiWall,,11128,2aHZtZ6kJewzjcPft,True
mum wreath,,,,,True,False,False,,,720,Yellow,White,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathMum,,5467,R39eBwKXSm8iPLupv,False
mushroom wreath,,,,,True,False,False,,,1500,Beige,Brown,1x1,Crafting,,1.0.0,garden,None,mush,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathMushroom,,4726,hEi3Kjr3joNZ9372X,False
natural mum wreath,,,,,True,False,False,,,4800,Green,Green,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathMumRare,,5768,JApYT62qXnRJdrN6E,False
orange wall-mounted clock,Orange,Fruit type,,,True,True,False,3,,2240,Orange,Orange,1x1,Crafting,,1.0.0,fancy,None,fruits,orange,True,Clock,False,No lighting,False,FtrFruitsClockW_Remake_0_0,0_0,3976,DDTj9pSTogxWWT7xE,False
orange wall-mounted clock,Blood orange,Fruit type,,,True,True,False,3,,2240,Red,Red,1x1,Crafting,,1.0.0,fancy,None,fruits,orange,True,Clock,False,No lighting,False,FtrFruitsClockW_Remake_1_0,1_0,3976,r8wSzngNjYkGQ8qgv,False
ornament mobile,Colorful,Color,,,True,True,False,1,,340,Colorful,Brown,1x1,Crafting,,1.0.0,party,fancy,festive,None,True,Seasonal Decor,False,No lighting,False,FtrOrnamentMobile_Remake_0_0,0_0,6818,EBJQx6sRmZMZMLpKr,False
ornament mobile,Blue,Color,,,True,True,False,1,,340,Blue,Gray,1x1,Crafting,,1.0.0,party,fancy,festive,None,True,Seasonal Decor,False,No lighting,False,FtrOrnamentMobile_Remake_1_0,1_0,6818,MHGi8BfRedg39mzoF,False
ornament mobile,Red,Color,,,True,True,False,1,,340,Red,White,1x1,Crafting,,1.0.0,party,fancy,festive,None,True,Seasonal Decor,False,No lighting,False,FtrOrnamentMobile_Remake_2_0,2_0,6818,sHPGXufduxR9NqX45,False
ornament mobile,Pink,Color,,,True,True,False,1,,340,Pink,Pink,1x1,Crafting,,1.0.0,party,fancy,festive,None,True,Seasonal Decor,False,No lighting,False,FtrOrnamentMobile_Remake_3_0,3_0,6818,gkS5B5jzA6kEWjtXe,False
ornament mobile,Gold,Color,,,True,True,False,1,,340,Yellow,Brown,1x1,Crafting,,1.0.0,party,fancy,festive,None,True,Seasonal Decor,False,No lighting,False,FtrOrnamentMobile_Remake_4_0,4_0,6818,nnXoHWxC58s7Q27MW,False
ornament mobile,White,Color,,,True,True,False,1,,340,White,Gray,1x1,Crafting,,1.0.0,party,fancy,festive,None,True,Seasonal Decor,False,No lighting,False,FtrOrnamentMobile_Remake_5_0,5_0,6818,beNExeXHRdJYaqwhQ,False
ornament wreath,Blue,Color,,,True,True,False,1,,800,Light blue,Blue,1x1,Crafting,,1.0.0,fancy,None,festive,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathOrnament_Remake_0_0,0_0,4377,wedAF6DvCg9onv4o9,False
ornament wreath,Gold,Color,,,True,True,False,1,,800,Yellow,Orange,1x1,Crafting,,1.0.0,fancy,None,festive,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathOrnament_Remake_1_0,1_0,4377,B75wAEeCnxH8NAkt9,False
