Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
geisha wig,Purple,False,NFS,1350,Purple,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,Not for sale,CapWigGeisya5,9745,GLvMy7wJZEaiBREgu
geisha wig,Black,False,NFS,1350,Black,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,Not for sale,CapWigGeisya6,9746,JKW7jE3fFnXoH6vyB
giant ribbon,Red,False,1470,367,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,For sale,CapOrnamentTRibbon0,9861,NWaA4reiG5GXxgXMS
giant ribbon,Green,False,1470,367,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,For sale,CapOrnamentTRibbon1,12052,uhM23tq3RxpJDFhsJ
giant ribbon,Blue,False,1470,367,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,For sale,CapOrnamentTRibbon2,12053,Rh6hZNJPHiZXLvAHJ
giant ribbon,Yellow,False,1470,367,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,For sale,CapOrnamentTRibbon3,12054,LbWPp7gGXze4MaLxm
giant ribbon,Orange,False,1470,367,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,For sale,CapOrnamentTRibbon4,12055,tySwtmJW5XaZ66nBx
giant ribbon,Pink,False,1470,367,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,For sale,CapOrnamentTRibbon5,12056,bkdobifkzuPTK7fxe
giant ribbon,White,False,1470,367,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,For sale,CapOrnamentTRibbon6,12057,SWbrNbBpjj4FWtPyE
giant ribbon,Black,False,1470,367,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,For sale,CapOrnamentTRibbon7,12058,zCcR8JcuDcusf8GdX
glengarry,Black,False,1320,330,Black,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,formal; work,HeadCap,True,For sale,CapHatGreeneryRed,6049,wJL28HCtAeYiw9Qnf
gold helmet,Gold,True,NFS,50000,Yellow,Red,1x1,,Crafting,,All Year,False,1.0.0,Gorgeous,fairy tale; goth,HeadFullFace,False,Not for sale,CapFullfaceKnightGold,5346,BBTeM9iQR8tG5DCWA
gold rose crown,Gold,True,NFS,12000,Yellow,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,Not for sale,CapOrnamentRose5,7378,FX33n2bWNfRJ6cuKm
gothic headdress,Purple,False,1120,280,Purple,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,For sale,CapHelmetHeaddress0,5683,6nyKqBfGMQyFYzH5b
gothic headdress,Black,False,1120,280,Black,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,For sale,CapHelmetHeaddress1,11897,xgnfJr4rfnJHpz3Cy
gothic headdress,Red,False,1120,280,Red,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,For sale,CapHelmetHeaddress2,11898,cA4XoM6rcf2WkamCd
gothic headdress,Pink,False,1120,280,Pink,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,For sale,CapHelmetHeaddress3,11899,3YJZivZRjNYpNojJE
gothic headdress,Blue,False,1120,280,Blue,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,For sale,CapHelmetHeaddress4,11900,Wvsj8vtWWZjrY6E7A
gothic headdress,Light purple,False,1120,280,Purple,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,For sale,CapHelmetHeaddress5,11901,ZgopQMMTea5nJSdbY
grape hat,Purple,False,700,175,Purple,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatGrape,5278,T7jWyxruDuEJssnYX
halo,Gold,False,2220,555,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Peak,True,For sale,CapOrnamentAAngel0,6921,h5uXo4cEWBngWp7sS
handmade crown,,False,300,75,Red,Colorful,1x1,,International Children's Day,,All Year,False,1.2.0,Active,fairy tale; theatrical,HeadHairOrnament_Top,True,Not in catalog,CapOrnamentCChildren0,12576,qtR8v5BvaApJkokuf
headband,Pink,False,1400,350,Pink,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,comfy,Headgear_HasEar,False,For sale,CapWigTurban0,6093,2ZQBtmCyTt4kGY2gM
headband,Blue,False,1400,350,Blue,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,Headgear_HasEar,False,For sale,CapWigTurban1,11894,mPfXwKGa6z727jCWn
headband,Purple,False,1400,350,Purple,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,Headgear_HasEar,False,For sale,CapWigTurban2,11895,pMiCACYSmotv2pnjM
headband,Green,False,1400,350,Green,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,Headgear_HasEar,False,For sale,CapWigTurban3,11896,j5Rqh4hpw7udSzMkx
headgear,Red,False,910,227,Red,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeHeadgear0,5687,jmnTEJgWu8kHL6CcQ
headgear,Blue,False,910,227,Blue,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeHeadgear1,11611,zP46qRtShEG5TzNzz
headgear,Green,False,910,227,Green,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeHeadgear2,11612,EjbvXi9Trp5gZiWBp
headkerchief,Green,False,490,122,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,goth; outdoorsy,HeadFullFace,False,For sale,CapFullfaceHokkamuriGreen,5322,K59p7jjXDCpeYStyh
heart hairpin,Pink,False,700,175,Pink,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLHearthairpin0,9855,FoQyDjHid692cLQsr
heart hairpin,Red,False,700,175,Red,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLHearthairpin1,12165,nsf444hSHhw4cqT9H
heart hairpin,Green,False,700,175,Green,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLHearthairpin2,12166,qH6kogG5qtph3XpyQ
heart hairpin,Blue,False,700,175,Blue,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLHearthairpin3,12167,BWs2TWo5MnAHfR9Qk
heart hairpin,Black,False,700,175,Black,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,For sale,CapOrnamentLHearthairpin4,12168,qoHkG5w57FHejH7sW
helmet with goggles,Pink,False,1100,275,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeGogglehelmet0,5435,GTB58K7ExPYkAxPYj
helmet with goggles,Green,False,1100,275,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeGogglehelmet1,10230,KvThemab48jjKvtnD
helmet with goggles,Purple,False,1100,275,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeGogglehelmet2,10231,jms7b32h94CH8XZg7
helmet with goggles,Blue,False,1100,275,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeGogglehelmet3,10232,hZsMf2hdM5F4t9GwN
helmet with goggles,Red,False,1100,275,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeGogglehelmet4,10233,M7hddkFgC8kGhWmS8
helmet with goggles,Light blue,False,1100,275,Light blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeGogglehelmet5,10234,DExMtuaqW7nmbKpfy
helmet with goggles,Black,False,1100,275,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeGogglehelmet6,10235,oNKeKYrhc57TYvMSQ
helmet with goggles,Yellow,False,1100,275,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeGogglehelmet7,10236,yhhDptKbgXLEAjvsm
hibiscus hairpin,Red,False,560,140,Red,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,fairy tale; vacation,HeadHairOrnament_Left,True,For sale,CapOrnamentLHibiscus0,8614,eCSHrbwdZvKvfuYA7
hibiscus hairpin,Yellow,False,560,140,Yellow,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,fairy tale; vacation,HeadHairOrnament_Left,True,For sale,CapOrnamentLHibiscus1,10848,qqegoEzGt7MfWh4sW
hibiscus hairpin,White,False,560,140,White,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Elegant,fairy tale; vacation,HeadHairOrnament_Left,True,For sale,CapOrnamentLHibiscus2,10849,79RboM5aoWXKBrJS9
hibiscus hairpin,Pink,False,560,140,Pink,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Elegant,fairy tale; vacation,HeadHairOrnament_Left,True,For sale,CapOrnamentLHibiscus3,10850,WMsj6WkZyxhMKddte
hockey mask,White,False,1440,360,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; sporty; work,HeadFace,False,For sale,AccessoryGlassmouthHockeyWhite,6041,NDgayuyJk7tRysSQr
hot-dog hood,Red,False,560,140,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,Headgear_HasBang,False,For sale,CapBangsSausage,5369,w2djDRA9FiE4WD6pX
hyacinth crown,Red,True,NFS,640,Red,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,Not for sale,CapOrnamentHyacinth1,5096,AupxHTZM4fc5HJBRu
imitation cow skull,White,False,1120,280,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; theatrical,HeadCap,True,For sale,CapHatCowWhite,5447,vWz6PnRkqiMa2KJkv
imp hood,Black,False,1760,440,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,Headgear_NoEarNoJaw,False,For sale,CapCostumeDevil0,5464,f7MYQ3k8qYWwTtrcr
imp hood,Red,False,1760,440,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,Headgear_NoEarNoJaw,False,For sale,CapCostumeDevil1,11707,RWdscwMxzzK7X6Sue
jester's cap,Purple & yellow,False,1900,475,Purple,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,HeadCap,True,For sale,CapHatClown0,5385,uzMtDwv5WzzBbLXK2
jester's cap,Black & white,False,1900,475,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,HeadCap,True,For sale,CapHatClown1,11860,ugMtz99HpaJBEppZS
jester's cap,Red & blue,False,1900,475,Red,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,HeadCap,True,For sale,CapHatClown2,11861,Th7opeed6gy9YnjG8
jester's cap,Green & red,False,1900,475,Green,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,HeadCap,True,For sale,CapHatClown3,11862,TpcZ2N8qWJhNcPaj3
jockey's helmet,Pink,False,1120,280,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,For sale,CapHatJockey0,5367,kcuBkLhA6Ju8cK7hm
jockey's helmet,Orange,False,1120,280,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,For sale,CapHatJockey1,11621,XuwsforNTPsop2YTa
jockey's helmet,Green,False,1120,280,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,For sale,CapHatJockey2,11622,SPkZaA6vtp9GyksEx
jockey's helmet,Yellow,False,1120,280,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,For sale,CapHatJockey3,11623,qGcN4thDwgwHxSxGP
jockey's helmet,Blue,False,1120,280,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,For sale,CapHatJockey4,11624,4vqFYJqsEBAjCfdQQ
jockey's helmet,Red,False,1120,280,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,For sale,CapHatJockey5,11625,6HEnKgG2N9jQoDN5H
jockey's helmet,Black,False,1120,280,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,For sale,CapHatJockey6,11626,AmHMPAJ2qJotdbuiA
jockey's helmet,White,False,1120,280,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,For sale,CapHatJockey7,11627,6MbsXdjSnfoQzc39M
kaffiyeh,White,False,NFS,800,White,Black,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,Headgear_NoEar,False,Not for sale,CapHelmetKandula0,6052,BEAno4ew9FkKMfWwk
kaffiyeh,Red,False,NFS,800,Red,Black,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,Headgear_NoEar,False,Not for sale,CapHelmetKandula1,9747,eT6PXofnHskXrh9Ld
kaffiyeh,Black,False,NFS,800,Gray,Black,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,everyday; formal,Headgear_NoEar,False,Not for sale,CapHelmetKandula2,9748,CLcMcBfgd6QoEYYCi
kappa cap,Green,False,980,245,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,False,For sale,CapCostumeKappa0,5331,zo2gb6sjpYjpkd6W8
kappa cap,Pink,False,980,245,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,False,For sale,CapCostumeKappa1,11696,FfTJH6jJ3QwpY8ZsX
kiwi hat,Green,False,770,192,Brown,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,For sale,CapHatKiwi,5276,vvPendWMdGWCSNvNw
knight's helmet,Gray,True,NFS,3750,Gray,Gray,1x1,,Crafting,,All Year,False,1.0.0,Cool,fairy tale; goth,HeadFullFace,False,Not for sale,CapFullfaceKnightIron,5334,ChakqZJq8igZjNDcH
knit cap with earflaps,Beige,False,1000,250,Beige,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; comfy,Headgear_HasBang,False,For sale,CapBangsEarknit0,5370,RzwgjozkxRLE9GEyk
knit cap with earflaps,Blue,False,1000,250,Blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; comfy,Headgear_HasBang,False,For sale,CapBangsEarknit1,10944,AWfqpyaXXNkjTrDRu
knit cap with earflaps,Pink,False,1000,250,Pink,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; comfy,Headgear_HasBang,False,For sale,CapBangsEarknit2,10945,wRH25f3yhqqmvTqcC
knit cap with earflaps,Green,False,1000,250,Green,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Cute,everyday; comfy,Headgear_HasBang,False,For sale,CapBangsEarknit3,10946,qiEhhb3haazYea64f
knit cap with earflaps,Ruby red,False,1000,250,Red,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; comfy,Headgear_HasBang,False,For sale,CapBangsEarknit4,10947,bXKhWsH9bw8dQmZ7z
knit cap with earflaps,Moss green,False,1000,250,Green,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; comfy,Headgear_HasBang,False,For sale,CapBangsEarknit5,10948,8QmQoKrircphQa33a
knit cap with earflaps,Gray,False,1000,250,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; comfy,Headgear_HasBang,False,For sale,CapBangsEarknit6,10949,F3qyTm7oAHPfLcvEC
knit hat,Black,False,560,140,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,For sale,CapHatKnitcap0,5146,r4pSeABL8qCqDhJJE
knit hat,White,False,560,140,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,For sale,CapHatKnitcap1,6880,puALkP9K5hCSFy95L
knit hat,Gray,False,560,140,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,For sale,CapHatKnitcap2,6881,iCgkEpcFSWEmJGemk
knit hat,Ochre,False,560,140,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,For sale,CapHatKnitcap3,6882,fJq4a2fGCePziMeEB
knit hat,Red,False,560,140,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,For sale,CapHatKnitcap4,11731,wphjM65y7bFkauqKs
knit hat,Blue,False,560,140,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,For sale,CapHatKnitcap5,11732,8aKNtZT3ST39Fg4A5
knit hat,Green,False,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,For sale,CapHatKnitcap6,11733,5dgwDfqZq9SP4kpD2
knit hat,Pink,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,For sale,CapHatKnitcap7,11734,SaqCM6GsWHfhuDgHR
Labelle cap,Twilight,False,2400,600,Purple,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,True,For sale,CapHatKatecap0,9880,ztboDBEmkeSqzkZyf
Labelle cap,Midnight,False,2400,600,Black,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,True,For sale,CapHatKatecap1,11746,7p2osKzqpSv8TSz5D
Labelle cap,Passion,False,2400,600,Red,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,True,For sale,CapHatKatecap2,11747,5oGF5aQ5C4hJfqRm2
Labelle cap,Ocean,False,2400,600,Blue,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,True,For sale,CapHatKatecap3,11748,RqpPoEjZ9jMYHcWZP
Labelle cap,Sunset,False,2400,600,Yellow,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,True,For sale,CapHatKatecap4,11749,7ofiXbFhJzfzaiTn6
Labelle cap,Love,False,2400,600,Pink,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,HeadCap,True,For sale,CapHatKatecap5,11750,fp3vkAthEFWPXhx6i
Labelle hat,Twilight,False,2500,625,Purple,Black,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,True,For sale,CapHatKatehat0,9881,wGQfizPwiTjbeNxDs
Labelle hat,Midnight,False,2500,625,Black,Black,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,True,For sale,CapHatKatehat1,11751,dkk6nawDAJhEtQHWv
Labelle hat,Passion,False,2500,625,Red,Black,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,True,For sale,CapHatKatehat2,11752,ZasJY8MyebqqXFqKW
Labelle hat,Ocean,False,2500,625,Blue,Black,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,True,For sale,CapHatKatehat3,11753,KGGqRzqpiddo5Czxw
Labelle hat,Sunset,False,2500,625,Yellow,Black,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,True,For sale,CapHatKatehat4,11754,5fq7piPdz5rGNgBaP
Labelle hat,Love,False,2500,625,Pink,Black,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical,HeadCap,True,For sale,CapHatKatehat5,11755,PN3nhWn3rXBGdJomB
leaf mask,Green,True,NFS,200,Green,Green,1x1,,Crafting,,All Year,False,1.0.0,Cute,goth; outdoorsy,HeadFace,True,Not for sale,CapMaskLeaf0,7291,SzZ9pCgSNQz4P2PRn
leaf-egg shell,None,True,NFS,800,Green,Green,1x1,,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,True,Not for sale,CapHatEggleaf0,12441,nwNuAognQtrTGfTWn
lettered cap,Red,False,560,140,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatLogocap0,9866,7Q3wGGajkfDjfzhJz
lettered cap,Beige,False,560,140,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatLogocap1,12043,txEA3gtDENsLPjSLu
lettered cap,Olive,False,560,140,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; outdoorsy; sporty,HeadCap,True,For sale,CapHatLogocap2,12044,QSrmauRxdvykwxfZf
lily crown,Colorful,True,NFS,480,Red,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,Not for sale,CapOrnamentYuri1,5114,oyd8dzDWXoCeq6d3P
lovely cosmos crown,Colorful,True,NFS,1120,Pink,Orange,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,Not for sale,CapOrnamentCosmos2,5109,JpEmegx5ChztAdbnv
mage's hat,Black,False,3440,860,Black,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth,HeadCap,True,For sale,CapHatWitch0,5245,xC42tzk6SK3sN9RoG
mage's hat,Blue,False,3440,860,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth,HeadCap,True,For sale,CapHatWitch1,11843,TxrHS9qwEk83iea7P
mage's hat,White,False,3440,860,White,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth,HeadCap,True,For sale,CapHatWitch2,11844,nN9u4Q77aHtudJxza
mage's hat,Red,False,3440,860,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth,HeadCap,True,For sale,CapHatWitch3,11845,v2iuwLr9rh2wfXpgC
matanpushi,Blue,False,880,220,Blue,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; formal,HeadCap,True,For sale,CapHatMatampushi0,10914,G4fspHfP6FzwQEqto
matanpushi,Brown,False,880,220,Brown,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; formal,HeadCap,True,For sale,CapHatMatampushi1,12033,ZoE3A7vJmf6fjas2d
