Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Secondary Shape,Filename,Internal ID,Unique Entry ID,Purchasable,Type
loose fall dress,Blue,No,1800,450,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,Yes,L,TopsTexOnepieceBoxLAutumncheck3,8956,vKSSsFefrjajgLcZ7,1,Box
mage's robe,Black,No,4000,1000,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,L,TopsTexOnepieceAlongLWitch0,3492,QwzceQyaejrnjuKeo,1,A-long
mage's robe,Blue,No,4000,1000,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,L,TopsTexOnepieceAlongLWitch1,8686,DiWv9cKqHqZ56M7mQ,1,A-long
mage's robe,White,No,4000,1000,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,L,TopsTexOnepieceAlongLWitch2,8687,tvFLufLF2zWdjheHR,1,A-long
mage's robe,Red,No,4000,1000,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,L,TopsTexOnepieceAlongLWitch3,8688,FHh7m4ZypANLjSdbQ,1,A-long
magical dress,Pink,No,3180,795,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHMagical0,4332,dekPjoeMCwfsenYyC,1,Balloon
magical dress,Yellow,No,3180,795,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHMagical1,8692,JBkz46v5DQvstthiP,1,Balloon
magical dress,Green,No,3180,795,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHMagical2,8693,b4ipAuYxn5gbFLzsh,1,Balloon
magical dress,Blue,No,3180,795,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHMagical3,8694,Btsjhvg2PYCfYKYxS,1,Balloon
magical dress,Red,No,3180,795,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHMagical4,8695,G9LgQDtBWTyfM6Evh,1,Balloon
magical dress,Purple,No,3180,795,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHMagical5,8696,L8DZpgbiKS4yuoCJm,1,Balloon
magical dress,Black,No,3180,795,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHMagical6,8697,nne2FnotGSuXowGG8,1,Balloon
magical dress,Light blue,No,3180,795,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHMagical7,8698,25aDALwaeRWazmfLi,1,Balloon
maid dress,Black,No,2320,580,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,H,TopsTexOnepieceBalloonHMaid0,3138,opsgnAYr7BWuPmnvP,1,Balloon
maid dress,Green,No,2320,580,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,H,TopsTexOnepieceBalloonHMaid1,8256,J7pP8mhkogduciE9S,1,Balloon
maid dress,Red,No,2320,580,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,H,TopsTexOnepieceBalloonHMaid2,8257,FED5piTDHkEZJKfvj,1,Balloon
maid dress,Brown,No,2320,580,Brown,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,H,TopsTexOnepieceBalloonHMaid3,8258,L99wRh27xHSrFfXpr,1,Balloon
maid dress,Mint,No,2320,580,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,H,TopsTexOnepieceBalloonHMaid4,8259,wJjDaTnbkwFndZ33r,1,Balloon
maid dress,Pink,No,2320,580,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,H,TopsTexOnepieceBalloonHMaid5,8260,PPmKnfiZagY2CZhuc,1,Balloon
maid dress,Purple,No,2320,580,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,H,TopsTexOnepieceBalloonHMaid6,8261,29KuwjqwwDkySSbZb,1,Balloon
maid dress,Yellow,No,2320,580,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,H,TopsTexOnepieceBalloonHMaid7,8262,r6GD27abYW7peC2BY,1,Balloon
marble-dots dress,Black,No,1500,375,Black,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; fairy tale; vacation,Yes,N,TopsTexOnepieceAlineNMarbledot0,8187,xohNztJMb4ayQ3dAF,1,A-line
marble-dots dress,White,No,1500,375,White,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; fairy tale; vacation,Yes,N,TopsTexOnepieceAlineNMarbledot1,8295,cjRfpfLu7smunSHFE,1,A-line
marble-print dress,Blue,No,1500,375,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,L,TopsTexOnepieceBoxLMarble0,4655,okcLKxrRcQuenTaEP,1,Box
marble-print dress,Pink,No,1500,375,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,L,TopsTexOnepieceBoxLMarble1,7926,DN36kJxQTjhHLDrQg,1,Box
marble-print dress,Green,No,1500,375,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,L,TopsTexOnepieceBoxLMarble2,7927,AuHXDegW9WiCNhoHL,1,Box
marble-print dress,Orange,No,1500,375,Orange,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,L,TopsTexOnepieceBoxLMarble3,7928,2WzYimKaSgLB9ukxD,1,Box
marble-print dress,Purple,No,1500,375,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,L,TopsTexOnepieceBoxLMarble4,7929,6x8QQugkZA688onnL,1,Box
mariachi clothing,Navy blue,No,2520,630,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,L,TopsTexOnepieceOverallLMariachi0,4653,XAcKC4pz5YukXWx7f,1,Overall
mariachi clothing,Green,No,2520,630,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,L,TopsTexOnepieceOverallLMariachi1,8164,ivGMt6K4YMPdoT4Lk,1,Overall
mariachi clothing,Beige,No,2520,630,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,L,TopsTexOnepieceOverallLMariachi2,8165,eZ5SS7mHGNh2ZTkZd,1,Overall
mariachi clothing,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,L,TopsTexOnepieceOverallLMariachi3,8166,fCeS9kcr2wm9CtdZh,1,Overall
mariachi clothing,Blue,No,2520,630,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,L,TopsTexOnepieceOverallLMariachi4,8167,deYnW8L9jPKMFKZz2,1,Overall
mariachi clothing,Orange,No,2520,630,Orange,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,L,TopsTexOnepieceOverallLMariachi5,8168,oAPyFhNRiTCRpAvRT,1,Overall
maxi shirtdress,Yellow,No,2000,500,Yellow,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,L,TopsTexOnepieceBlongLShirt0,4520,YPw4YpsNHHbxnPaCE,1,B-long
maxi shirtdress,Red,No,2000,500,Red,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,L,TopsTexOnepieceBlongLShirt1,8957,yDjGf96jFz2so3TPa,1,B-long
maxi shirtdress,Green,No,2000,500,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,L,TopsTexOnepieceBlongLShirt2,8958,HYLavQz68WzxfQKdB,1,B-long
maxi shirtdress,Light blue,No,2000,500,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,L,TopsTexOnepieceBlongLShirt3,8959,ESxKoZscuTsiH6WyL,1,B-long
maxi shirtdress,White,No,2000,500,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; comfy,Yes,L,TopsTexOnepieceBlongLShirt4,8960,5JF4Y3A48jFKh8doW,1,B-long
maxi shirtdress,Pink,No,2000,500,Pink,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,L,TopsTexOnepieceBlongLShirt5,8961,AjiN56SwoCqHkHZsZ,1,B-long
miko attire,Vermilion,No,2240,560,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,work,Yes,L,TopsTexOnepieceKimonoLMiko0,4292,NjHTjzaiHdqoXogAH,1,Kimono
miko attire,Aqua,No,2240,560,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,work,Yes,L,TopsTexOnepieceKimonoLMiko1,8981,hAij9g8M4euTjrbnb,1,Kimono
milkmaid dress,Red,No,2520,630,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,H,TopsTexOnepieceDressHHolland0,3614,uXEKnw59jPiZGZ4gp,1,Dress
milkmaid dress,Green,No,2520,630,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,H,TopsTexOnepieceDressHHolland1,8157,if6SBvXZQW5SS2R26,1,Dress
milkmaid dress,Blue,No,2520,630,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,H,TopsTexOnepieceDressHHolland2,8158,7wCbihbHHdoT74igZ,1,Dress
moldy dress,Beige,No,NFS,10,Beige,Beige,1x1,Recycle bin,,All Year,No,1.0.0,Simple,goth,Yes,L,TopsTexOnepieceAlineLMold,3576,B6TTpjT9YNZameCnb,0,A-line
morning-glory yukata,Aqua,No,2280,570,Light blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,fairy tale; comfy; vacation,Yes,L,TopsTexOnepieceKimonoLAsagao0,5823,ovPnm94CF9eyEEYD9,1,Kimono
morning-glory yukata,White,No,2280,570,White,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Elegant,fairy tale; comfy; vacation,Yes,L,TopsTexOnepieceKimonoLAsagao1,8999,gktQnAHZcNrRjf5v6,1,Kimono
morning-glory yukata,Pale green,No,2280,570,Light blue,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,fairy tale; comfy; vacation,Yes,L,TopsTexOnepieceKimonoLAsagao2,9000,utevZQTHvWZBd5i78,1,Kimono
morning-glory yukata,Dark blue,No,2280,570,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,fairy tale; comfy; vacation,Yes,L,TopsTexOnepieceKimonoLAsagao3,9001,EHEshJiageFZtpix7,1,Kimono
mummy outfit,White,No,700,175,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,L,TopsTexOnepieceOverallLMummyWhite,3607,9zaYNEyjkhB5ChXMy,1,Overall
mysterious dress,Purple,No,3120,780,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth; party,Yes,L,TopsTexOnepieceAlongLGothic0,3573,AcckzAPyQK4WKneWr,1,A-long
mysterious dress,Black,No,3120,780,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,goth; party,Yes,L,TopsTexOnepieceAlongLGothic1,8689,EzGa33HsPQNrmHium,1,A-long
mysterious dress,Red,No,3120,780,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth; party,Yes,L,TopsTexOnepieceAlongLGothic2,8690,jSJzGQixbbwo2wWfQ,1,A-long
nightgown,Blue,No,2100,525,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,H,TopsTexOnepieceAlongHNegligee0,4248,byuqvWe9CiMKxn5ay,1,A-long
nightgown,Pink,No,2100,525,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,H,TopsTexOnepieceAlongHNegligee1,8137,G6cSQ93y2DfsmsH6X,1,A-long
nightgown,Purple,No,2100,525,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,H,TopsTexOnepieceAlongHNegligee2,11935,pbfzdWPFvKP5zGnWA,1,A-long
nightgown,Beige,No,2100,525,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,H,TopsTexOnepieceAlongHNegligee3,11936,LMFakHLXNcBMMgo9G,1,A-long
nightgown,White,No,2100,525,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,H,TopsTexOnepieceAlongHNegligee4,11937,oPw2k7S7sCe7TgAgT,1,A-long
ninja costume,Dark blue,No,2240,560,Blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceOverallLNinja0,3460,LZmhk7rGGAerTLhHB,1,Overall
ninja costume,Gray,No,2240,560,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceOverallLNinja1,9207,L5DMqaRcGqLyfecMH,1,Overall
ninja costume,Red,No,2240,560,Red,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceOverallLNinja2,9208,yjpHb8bANNeGM89Dc,1,Overall
ninja costume,Purple,No,2240,560,Purple,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceOverallLNinja3,9209,Ak7wkzEWgnGSB87eJ,1,Overall
ninja costume,Aqua,No,2240,560,Light blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceOverallLNinja4,9210,x53YPySTh3B7hxBZT,1,Overall
ninja costume,Green,No,2240,560,Green,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceOverallLNinja5,9211,CgKTdtnNohXqqML5P,1,Overall
ninja costume,Yellow,No,2240,560,Yellow,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceOverallLNinja6,9212,eyWgq5MpH3DPMxk6H,1,Overall
ninja costume,Orange,No,2240,560,Orange,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceOverallLNinja7,9213,4oqZKviYFhx64kQBN,1,Overall
noble dress,Green,No,5200,1300,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLNoble0,5798,3MAj5E69dFpmd5kKu,1,Dress
noble dress,Ruby red,No,5200,1300,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLNoble1,7426,2j29HRzvFsfzGu7TT,1,Dress
noble dress,White,No,5200,1300,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLNoble2,7427,5HrToGYJ9soahyvK2,1,Dress
noble dress,Blue,No,5200,1300,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLNoble3,7428,hEShS9mdw5DBbyvj4,1,Dress
noble dress,Black,No,5200,1300,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLNoble4,7429,DWyDKcacuNvBk2wHf,1,Dress
noble dress,Purple,No,5200,1300,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLNoble5,7430,isHhNNktbHyoCZsDB,1,Dress
noble dress,Yellow,No,5200,1300,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLNoble6,7431,EBfJWQEJhTRBt5YCm,1,Dress
noble dress,Red,No,5200,1300,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLNoble7,7432,3vmf9dBa7Ye4nx94M,1,Dress
noble zap suit,Pink,No,2760,690,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceAlineLHeroine0,3159,bjuJ6nL74NbJoGJQs,1,A-line
noble zap suit,Blue,No,2760,690,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceAlineLHeroine1,9481,Q9pFEoAeaZ5GL3zTg,1,A-line
noble zap suit,Green,No,2760,690,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceAlineLHeroine2,9482,4xF2FcggyuqQmSkcb,1,A-line
noble zap suit,Red,No,2760,690,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceAlineLHeroine3,9483,LfC8sSxGxjSWRCojv,1,A-line
noble zap suit,Yellow,No,2760,690,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceAlineLHeroine4,9484,vLXTKQkyCayui6oPQ,1,A-line
noble zap suit,Black,No,2760,690,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceAlineLHeroine5,9485,RxE8eE7oWSzha2azs,1,A-line
noble zap suit,Silver,No,2760,690,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceAlineLHeroine6,9486,7AMJcaqTCzK8ymKg5,1,A-line
noble zap suit,White,No,2760,690,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,L,TopsTexOnepieceAlineLHeroine7,9487,bxpAkQgfGH8Hu3Az3,1,A-line
nurse's dress uniform,Pink,No,2200,550,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,Yes,H,TopsTexOnepieceBoxHNurse0,3347,KoRLxhbH9HcPtTstZ,1,Box
nurse's dress uniform,White,No,2200,550,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,Yes,H,TopsTexOnepieceBoxHNurse1,7792,aQoLvyKfKHh8t8ZoC,1,Box
nurse's dress uniform,Blue,No,2200,550,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,Yes,H,TopsTexOnepieceBoxHNurse2,7793,WCR64RSgwSQFdwdwz,1,Box
office uniform,Blue,No,1600,400,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,Yes,L,TopsTexOnepieceBoxLOffice0,4336,CHr7QHcteceHeRKDq,1,Box
office uniform,Pink,No,1600,400,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,Yes,L,TopsTexOnepieceBoxLOffice1,9030,a4tX93FxmaMvetYTK,1,Box
office uniform,Gray,No,1600,400,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,Yes,L,TopsTexOnepieceBoxLOffice2,9031,bJgB57F4KgCoZEpwf,1,Box
old commoner's kimono,Golden yellow,No,1920,480,Yellow,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,Yes,L,TopsTexOnepieceKimonoLShitamachi0,5801,sm4SqwzM6mCfrNxpQ,1,Kimono
old commoner's kimono,Blue,No,1920,480,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,Yes,L,TopsTexOnepieceKimonoLShitamachi1,8996,cpiNa3XwYbc7ss94M,1,Kimono
old commoner's kimono,Green,No,1920,480,Green,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,Yes,L,TopsTexOnepieceKimonoLShitamachi2,8997,uhHHyR25aWHM2kdWy,1,Kimono
old commoner's kimono,Red,No,1920,480,Red,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,Yes,L,TopsTexOnepieceKimonoLShitamachi3,8998,BzjTwgR5a75zrnhvg,1,Kimono
orange dress,Orange,Yes,NFS,1600,Orange,Yellow,1x1,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,N,TopsTexOnepieceAlineNOrange,3288,8m2LZar64pBxMzkP9,0,A-line
overall dress,Denim,No,2000,500,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday,Yes,H,TopsTexOnepieceBoxHJumperskirt0,3059,eozpEh54SWuKonthQ,1,Box
overall dress,Yellow,No,2000,500,Yellow,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday,Yes,H,TopsTexOnepieceBoxHJumperskirt1,4164,MBaBuo7n332se5hpy,1,Box
overall dress,Beige,No,2000,500,Beige,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday,Yes,H,TopsTexOnepieceBoxHJumperskirt2,4165,i9JWQoWRCFxjpQwLQ,1,Box
overall dress,Red,No,2000,500,Red,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday,Yes,H,TopsTexOnepieceBoxHJumperskirt3,4166,MCCfWRuJBeqQH9YfJ,1,Box
overall dress,Green,No,2000,500,Green,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday,Yes,H,TopsTexOnepieceBoxHJumperskirt4,9012,xhsDpu4bcn5B8eSr6,1,Box
oversized print dress,Pink,No,1800,450,Pink,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,party; vacation,Yes,N,TopsTexOnepieceBoxNStandard0,4556,Z9DZhJNquxP5Q84fj,1,Box
oversized print dress,Blue,No,1800,450,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,party; vacation,Yes,N,TopsTexOnepieceBoxNStandard1,7917,MTQs5rCo8TsDLS4xX,1,Box
oversized print dress,Green,No,1800,450,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,party; vacation,Yes,N,TopsTexOnepieceBoxNStandard2,7918,nXEJa62GiLMSp8nER,1,Box
oversized print dress,Brown,No,1800,450,Brown,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,party; vacation,Yes,N,TopsTexOnepieceBoxNStandard3,7919,uF57PFc67HxykCaSd,1,Box
oversized print dress,Orange,No,1800,450,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,party; vacation,Yes,N,TopsTexOnepieceBoxNStandard4,7920,YBzq9qZf4Frd5T7Jg,1,Box
oversized print dress,Beige,No,1800,450,Beige,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,party; vacation,Yes,N,TopsTexOnepieceBoxNStandard5,7921,3o3hBZaLdaE7psyrW,1,Box
oversized-sweats dress,Red,No,1500,375,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,everyday; comfy; sporty,Yes,L,TopsTexOnepieceRibLSwitchsweat0,4424,xknLuBzRhM9hPdBK4,1,Rib
oversized-sweats dress,Light blue,No,1500,375,Light blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,everyday; comfy; sporty,Yes,L,TopsTexOnepieceRibLSwitchsweat1,7988,K3WdePZCz8Dc82jD6,1,Rib
