Name,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Filename,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
Joey's poster,1000,250,Pink,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk01,10483,9wGk3RWRqvbADAThJ,True,0,2020-08-13
Judy's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr19,10858,BSZxPAtc9wijEHjY3,True,0,2020-08-13
Julia's poster,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst05,10630,xTdmhyg8DfCRFE3Gt,True,0,2020-08-13
Julian's poster,1000,250,Brown,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs13,10402,H67skvQkXRDP6ysBQ,True,0,2020-08-13
June's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr13,10605,8PepBgrbB9RE592ey,True,0,2020-08-13
K.K.'s poster,1000,250,White,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpTkkA,10331,2uh73fgYt64x8qHcf,True,0,2020-08-13
Kabuki's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat09,10817,ka78h2ybyfwgzorrY,True,0,2020-08-13
Kapp'n's poster,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpKpp,10354,jsRtBGxBgxxkZgfS6,True,0,2020-08-13
Katie's poster,1000,250,Black,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpLom,10337,PjrtRLSi74NhGXivc,True,0,2020-08-13
Katrina's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpBpt,10517,oYNatxRpaQL2NcDZJ,True,0,2020-08-13
Katt's poster,1000,250,Light blue,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat21,10528,XwMjDn6KyDjrLwk2b,True,0,2020-08-13
Keaton's poster,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPbr08,10421,TWDjx79bak89KucSR,True,0,2020-08-13
Ken's poster,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlChn13,10445,5mPnzbgfKfeC8aWbN,True,0,2020-08-13
Kerokerokeroppi poster,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt20,11126,nDtn6gnAxCiP8eLC8,True,0,2020-08-13
Ketchup's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk13,10616,uEKpxhL4J8JTxxvZo,True,0,2020-08-13
Kevin's poster,1000,250,Black,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig15,10585,zpvLH5kgqZHDF8rP4,True,0,2020-08-13
Kicks's poster,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpSkk,10332,L7pqyXuw7FQJqKE6B,True,0,2020-08-13
Kid Cat's poster,1000,250,Purple,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat10,10779,uRRKypDsFvkrGterg,True,0,2020-08-13
Kidd's poster,1000,250,Colorful,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGoa07,10364,sYX45oaDEBt2sPDgQ,True,0,2020-08-13
Kiki & Lala poster,1000,250,Black,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp14,11123,wCjEFxMEQM2zNicuu,True,0,2020-08-13
Kiki's poster,1000,250,Green,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat04,10816,Dk5BzAKu8N9LQnYkZ,True,0,2020-08-13
Kitt's poster,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr00,10357,NovHZTsrhXq6MKxZP,True,0,2020-08-13
Kitty's poster,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat14,10395,2ghKna6PJ3mLc5G6J,True,0,2020-08-13
Klaus's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea14,10790,wgdvS7m85WBiRGYxC,True,0,2020-08-13
Knox's poster,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlChn11,10664,iqCi67XSDF7jsbh9n,True,0,2020-08-13
Kody's poster,1000,250,Beige,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr04,10442,M8dvRxXvbF4pwG6K5,True,0,2020-08-13
Kyle's poster,1000,250,Purple,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol10,10579,7tsLLFWjXFSEiZKNj,True,0,2020-08-13
Label's poster,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpHgc,10333,bouR8wqhxWdWxcozP,True,0,2020-08-13
Leif's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpSlo,10433,479Jpj2rKt3krSWKr,True,0,2020-08-13
Leila's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpKps,10340,T8K5ssfqGcMFeK4jD,True,0,2020-08-13
Leilani's poster,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpKpm,10519,mD9exPhssPLzi9LMy,True,0,2020-08-13
Leonardo's poster,1000,250,Green,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlTig04,10560,W8XgJpunYdkimw3iY,True,0,2020-08-13
Leopold's poster,1000,250,Light blue,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlLon04,10638,T6mqtmyyx8dfkaEPi,True,0,2020-08-13
Lily's poster,1000,250,Orange,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg00,10440,qNPEPEhfRWjR9JGaH,True,0,2020-08-13
Limberg's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus01,10669,aTKk5z6FNKmKcteHm,True,0,2020-08-13
Lionel's poster,1000,250,Purple,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlLon08,10684,h2eipZxGcXQMGcute,True,0,2020-08-13
Lobo's poster,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol01,10587,JsHp9N7tK7EYew9cY,True,0,2020-08-13
Lolly's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat18,10539,DCjmNrKoSdezosC7L,True,0,2020-08-13
Lopez's poster,1000,250,Pink,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDer05,10606,c2T2ffzJiDzkDDgkX,True,0,2020-08-13
Lottie's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpOtg,10773,NeBr9m39gZWTE67ip,True,0,2020-08-13
Louie's poster,1000,250,Red,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGor04,10631,YGocvEr5xSrwEyyBr,True,0,2020-08-13
Lucha's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd15,10351,FuMAySGGdRpceCHmF,True,0,2020-08-13
Lucky's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog02,10591,NBwMT64cTiBGWfHzi,True,0,2020-08-13
Lucy's poster,1000,250,Black,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig04,10554,gQCvrkNodW2dadvxS,True,0,2020-08-13
Luna's poster,1000,250,Colorful,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpTap,10491,QNtzysxx2y7vh9i5z,True,0,2020-08-13
Lyle's poster,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpOtt,10794,mF38B4FfLioAGckf3,True,0,2020-08-13
Lyman's poster,1000,250,Blue,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKal09,10498,ym9m653hvKttEvzbz,True,0,2020-08-13
Mabel's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpHgh,10432,jDspKzfjL4ifqKKGN,True,0,2020-08-13
Mac's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog14,10463,BGAMF9xCCvvNSNoL3,True,0,2020-08-13
Maddie's poster,1000,250,Brown,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog09,10619,qx2FcWFxYukgoijJC,True,0,2020-08-13
Maelle's poster,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk03,10593,cCbb4GL6gwDwxDfns,True,0,2020-08-13
Maggie's poster,1000,250,Purple,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig10,10623,TyJ2wNNQEJCT8HjBf,True,0,2020-08-13
Mallary's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk06,10526,S9s8sRyu3gj2vbETW,True,0,2020-08-13
Maple's poster,1000,250,White,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr01,10510,2yp9tMysLezkZCqYX,True,0,2020-08-13
Marcel's poster,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog15,10419,mndThbsdHgzuK5TQA,True,0,2020-08-13
Marcie's poster,1000,250,White,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr10,10659,YnNMaDEdXcjPf4kXE,True,0,2020-08-13
Margie's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp04,10589,PJALmLKxsy2CSaJqk,True,0,2020-08-13
Marina's poster,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOcp01,10453,abCC5BwJ3zZwHotvW,True,0,2020-08-13
Marshal's poster,1000,250,Black,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu17,10480,yjbhaKJkeukwqBwb5,True,0,2020-08-13
Mathilda's poster,1000,250,Purple,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr01,10391,ARneKZJqgYgpuWBrd,True,0,2020-08-13
Megan's poster,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea15,10860,JqFWTY4AQnzyw7SSG,True,0,2020-08-13
Melba's poster,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKal02,10547,mCdW2huGBG2GQah4s,True,0,2020-08-13
Merengue's poster,1000,250,Beige,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn07,10502,sjAtXqX3cdmfH7LR2,True,0,2020-08-13
Merry's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat16,10789,SmQM4CpTYTjgA2QPA,True,0,2020-08-13
Midge's poster,1000,250,Green,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd08,10677,AkRpzPF7F2EjAbhKp,True,0,2020-08-13
Mint's poster,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu09,10675,3Qs2gxtaysBLdZhj3,True,0,2020-08-13
Mira's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt19,10561,5wZA5i2WExoGgEDMT,True,0,2020-08-13
Miranda's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk12,10443,3jAJ84iWwQgDZuowy,True,0,2020-08-13
Mitzi's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat01,10784,Gzbym5uhofgDe5vcb,True,0,2020-08-13
Moe's poster,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat08,10791,NJimB4NJGeZvqduBS,True,0,2020-08-13
Molly's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk16,10329,insQsxRd2CxfM4Bwn,True,0,2020-08-13
Monique's poster,1000,250,Gray,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat11,10820,fk94HYBhoFD43dyg6,True,0,2020-08-13
Monty's poster,1000,250,Gray,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk04,10494,oB66Qn8dJXynGwSq2,True,0,2020-08-13
Moose's poster,1000,250,Yellow,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus14,10387,NffRTDwwk9ZgHxPfr,True,0,2020-08-13
Mott's poster,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlLon06,10525,8D7rDprK2wPhDrqXX,True,0,2020-08-13
Muffy's poster,1000,250,Green,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp12,10320,nSY846smvcW8njJWb,True,0,2020-08-13
Murphy's poster,1000,250,Pink,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr07,10624,sAN9iY3CkvTgBZNSf,True,0,2020-08-13
My Melody poster,1000,250,Black,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDer10,11125,NkGhj9wEKEz9WDn4r,True,0,2020-08-13
Nan's poster,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGoa01,10397,kDef5hy9Jwpp78TwA,True,0,2020-08-13
Nana's poster,1000,250,Blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk01,10371,wXtLJdh96jjfk3qAr,True,0,2020-08-13
Naomi's poster,1000,250,Green,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCow07,10551,CYQTwqw2jD7m4hqDo,True,0,2020-08-13
Nat's poster,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpChm,10344,GatATgRPew2fbhLqZ,True,0,2020-08-13
Nate's poster,1000,250,Green,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea05,10821,3ba3633qemEjrp6Gr,True,0,2020-08-13
Nibbles's poster,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu04,10584,dh87Y3CghjDFEyC5g,True,0,2020-08-13
Norma's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCow06,10642,TnzkjhqiNBJNt52fB,True,0,2020-08-13
O'Hare's poster,1000,250,Red,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt15,10595,69E4TGxBfYuFSZ3HW,True,0,2020-08-13
Octavian's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOcp00,10662,xt366zvNGkh9k8RRq,True,0,2020-08-13
Olaf's poster,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlAnt09,10801,rQRn8zwk8TYt74wEj,True,0,2020-08-13
Olive's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr09,10646,QbAbpgX27ZiwGpHfg,True,0,2020-08-13
Olivia's poster,1000,250,Green,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat03,10774,BJ36te5Fi3TLg7up8,True,0,2020-08-13
Opal's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp00,10667,pfSG4h38oqXXjX75y,True,0,2020-08-13
Ozzie's poster,1000,250,Brown,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKal05,10349,Bxtk7wH46nTdfoDm2,True,0,2020-08-13
Pancetti's poster,1000,250,Green,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig16,10314,cqmJyPDrG3zphjDmw,True,0,2020-08-13
Pango's poster,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlAnt02,10420,T74Khp6MHyMZz7wQR,True,0,2020-08-13
Paolo's poster,1000,250,White,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp05,10607,9RXWnBpXqP69P29Am,True,0,2020-08-13
Papi's poster,1000,250,Red,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs12,10564,gFuSpPgzK3qhRxpMd,True,0,2020-08-13
Pascal's poster,1000,250,Orange,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpSeo,10785,s9gsDeXpBZko5dC7N,True,0,2020-08-13
Pashmina's poster,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGoa08,10537,EoFDGNWh6MQ3fQk8x,True,0,2020-08-13
Pate's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk02,10361,BCSDAP6Thy2j27rWW,True,0,2020-08-13
Patty's poster,1000,250,Beige,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCow00,10656,9Stwami7PmDiaDtXv,True,0,2020-08-13
Paula's poster,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea10,10783,Xys5WuR7EDrCAkse9,True,0,2020-08-13
Pavé's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpPck,10520,DrPiaDYcC2uPzdFei,True,0,2020-08-13
Peaches's poster,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs08,10531,ngwv63CtqKcs8Kg7b,True,0,2020-08-13
Peanut's poster,1000,250,Brown,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu00,10325,MnZfv6fnwEvz3sZ99,True,0,2020-08-13
