Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
log garden lounge,Orange wood,Lumber type,None,Pillow,True,True,True,3,,1440,Orange,Orange,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_1_0,1_0,4035,BNeCRcCgttKhAWuhM,False,0,2020-08-13
log garden lounge,Orange wood,Lumber type,Southwestern flair,Pillow,True,True,True,3,,1440,Orange,Colorful,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_1_1,1_1,4035,zgDfJaBiyP7uypHYD,False,0,2020-08-13
log garden lounge,Orange wood,Lumber type,Geometric print,Pillow,True,True,True,3,,1440,Orange,Colorful,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_1_2,1_2,4035,oFTAMp2Y3R4inQNrE,False,0,2020-08-13
log garden lounge,Orange wood,Lumber type,Bears,Pillow,True,True,True,3,,1440,Orange,Brown,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_1_3,1_3,4035,atA6RMHvfpgtomjGu,False,0,2020-08-13
log garden lounge,Orange wood,Lumber type,Quilted,Pillow,True,True,True,3,,1440,Orange,Light blue,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_1_4,1_4,4035,FWQyHs3qSGiGuxBhw,False,0,2020-08-13
log garden lounge,White wood,Lumber type,None,Pillow,True,True,True,3,,1440,Beige,Beige,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_2_0,2_0,4035,mhdFr75wvt5dkRz5J,False,0,2020-08-13
log garden lounge,White wood,Lumber type,Southwestern flair,Pillow,True,True,True,3,,1440,Beige,Colorful,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_2_1,2_1,4035,Pr7eo68gXFp4k2HQC,False,0,2020-08-13
log garden lounge,White wood,Lumber type,Geometric print,Pillow,True,True,True,3,,1440,Beige,Colorful,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_2_2,2_2,4035,sg4yx45YQxHdkP3y8,False,0,2020-08-13
log garden lounge,White wood,Lumber type,Bears,Pillow,True,True,True,3,,1440,Beige,Brown,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_2_3,2_3,4035,6zYZHc9PocC2W5B5Z,False,0,2020-08-13
log garden lounge,White wood,Lumber type,Quilted,Pillow,True,True,True,3,,1440,Beige,Light blue,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_2_4,2_4,4035,wnuFsrcpm85AB8tmK,False,0,2020-08-13
log garden lounge,White birch,Lumber type,None,Pillow,True,True,True,3,,1440,White,White,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_3_0,3_0,4035,zbRvicYgda2rBieKB,False,0,2020-08-13
log garden lounge,White birch,Lumber type,Southwestern flair,Pillow,True,False,True,3,,1440,White,Colorful,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_3_1,3_1,4035,nkxQzsbcxtSNwPqed,False,0,2020-08-13
log garden lounge,White birch,Lumber type,Geometric print,Pillow,True,False,True,3,,1440,White,Colorful,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_3_2,3_2,4035,swu8sRbTEdwMq6Qzm,False,0,2020-08-13
log garden lounge,White birch,Lumber type,Bears,Pillow,True,False,True,3,,1440,White,Brown,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_3_3,3_3,4035,RPLoGAXJuDsnrzsqv,False,0,2020-08-13
log garden lounge,White birch,Lumber type,Quilted,Pillow,True,False,True,3,,1440,White,Light blue,2x1,,Crafting,,1.0.0,garden,None,log,None,True,Bed,True,Does not play music,No lighting,FtrLogBedS_Remake_3_4,3_4,4035,PS5uRGvLJaP9Wir3q,False,0,2020-08-13
log round table,Dark wood,Lumber type,None,Tablecloth,True,True,True,4,,1800,Brown,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_0_0,0_0,4043,eFfhgN8zEY8e7yt9C,False,0,2020-08-13
log round table,Dark wood,Lumber type,Southwestern flair,Tablecloth,True,True,True,4,,1800,Brown,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_0_1,0_1,4043,9gkgHdsYdPFvf2irQ,False,0,2020-08-13
log round table,Dark wood,Lumber type,Geometric print,Tablecloth,True,True,True,4,,1800,Brown,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_0_2,0_2,4043,vaKmbhGZiwxvv92sL,False,0,2020-08-13
log round table,Dark wood,Lumber type,Bears,Tablecloth,True,True,True,4,,1800,Brown,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_0_3,0_3,4043,4CKmQcifEFppwSgBG,False,0,2020-08-13
log round table,Dark wood,Lumber type,Quilted,Tablecloth,True,True,True,4,,1800,Brown,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_0_4,0_4,4043,5ufbAg5bgvaEvaKFb,False,0,2020-08-13
log round table,Orange wood,Lumber type,None,Tablecloth,True,True,True,4,,1800,Orange,Orange,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_1_0,1_0,4043,JmPr2cMb6SowjY5no,False,0,2020-08-13
log round table,Orange wood,Lumber type,Southwestern flair,Tablecloth,True,True,True,4,,1800,Orange,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_1_1,1_1,4043,37a5TfCrWqZDzoWtj,False,0,2020-08-13
log round table,Orange wood,Lumber type,Geometric print,Tablecloth,True,True,True,4,,1800,Orange,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_1_2,1_2,4043,pczBXmbNsQbipuDsE,False,0,2020-08-13
log round table,Orange wood,Lumber type,Bears,Tablecloth,True,True,True,4,,1800,Orange,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_1_3,1_3,4043,2voa77rNw9QSyPQKY,False,0,2020-08-13
log round table,Orange wood,Lumber type,Quilted,Tablecloth,True,True,True,4,,1800,Orange,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_1_4,1_4,4043,Hx6f6xPp9tnCSDcSX,False,0,2020-08-13
log round table,White wood,Lumber type,None,Tablecloth,True,True,True,4,,1800,Beige,Beige,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_2_0,2_0,4043,jk78fwGipvtzMNgCg,False,0,2020-08-13
log round table,White wood,Lumber type,Southwestern flair,Tablecloth,True,True,True,4,,1800,Beige,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_2_1,2_1,4043,pX8cvCtPKedH2FCTn,False,0,2020-08-13
log round table,White wood,Lumber type,Geometric print,Tablecloth,True,True,True,4,,1800,Beige,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_2_2,2_2,4043,ngDm9oTjhEXDW3xw3,False,0,2020-08-13
log round table,White wood,Lumber type,Bears,Tablecloth,True,True,True,4,,1800,Beige,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_2_3,2_3,4043,ZidKmGed6XLwEyEp9,False,0,2020-08-13
log round table,White wood,Lumber type,Quilted,Tablecloth,True,True,True,4,,1800,Beige,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_2_4,2_4,4043,kY64WnabxajAuaZmQ,False,0,2020-08-13
log round table,White birch,Lumber type,None,Tablecloth,True,True,True,4,,1800,White,White,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_3_0,3_0,4043,rRfdQWAKT95b7qP88,False,0,2020-08-13
log round table,White birch,Lumber type,Southwestern flair,Tablecloth,True,False,True,4,,1800,White,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_3_1,3_1,4043,xRPWnd6y3LNwuLoGB,False,0,2020-08-13
log round table,White birch,Lumber type,Geometric print,Tablecloth,True,False,True,4,,1800,White,Colorful,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_3_2,3_2,4043,acaX4YvTPg9GZ7X7f,False,0,2020-08-13
log round table,White birch,Lumber type,Bears,Tablecloth,True,False,True,4,,1800,White,Brown,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_3_3,3_3,4043,TpTrAGz86iusQakyC,False,0,2020-08-13
log round table,White birch,Lumber type,Quilted,Tablecloth,True,False,True,4,,1800,White,Light blue,2x2,,Crafting,,1.0.0,garden,living room,log,None,False,Table,True,Does not play music,No lighting,FtrLogTableLRound_Remake_3_4,3_4,4043,cvqQs2RkHNY9HdbsD,False,0,2020-08-13
log stakes,Dark wood,Lumber type,,,True,True,False,1,,360,Brown,Beige,1x1,,Crafting,,1.0.0,garden,None,log,None,False,Ranch,True,Does not play music,No lighting,FtrWoodPile_Remake_0_0,0_0,5973,q2mDY3XiwBGas4pS4,False,0,2020-08-13
log stakes,Orange wood,Lumber type,,,True,True,False,1,,360,Orange,Beige,1x1,,Crafting,,1.0.0,garden,None,log,None,False,Ranch,True,Does not play music,No lighting,FtrWoodPile_Remake_1_0,1_0,5973,KoevBbX2ipYx9EpcX,False,0,2020-08-13
log stakes,White wood,Lumber type,,,True,True,False,1,,360,Beige,Beige,1x1,,Crafting,,1.0.0,garden,None,log,None,False,Ranch,True,Does not play music,No lighting,FtrWoodPile_Remake_2_0,2_0,5973,yjNwQMwR5hf6okPSB,False,0,2020-08-13
log stakes,White birch,Lumber type,,,True,True,False,1,,360,White,Beige,1x1,,Crafting,,1.0.0,garden,None,log,None,False,Ranch,True,Does not play music,No lighting,FtrWoodPile_Remake_3_0,3_0,5973,ithj4YHbPRvB6LngQ,False,0,2020-08-13
log stool,Dark wood,Lumber type,,,True,True,False,1,,480,Brown,Beige,1x1,,Crafting,,1.0.0,garden,None,log,None,True,Chair,True,Does not play music,No lighting,FtrLogStoolS_Remake_0_0,0_0,4038,bkEtT2tJC9hvkPeAw,False,0,2020-08-13
log stool,Orange wood,Lumber type,,,True,True,False,1,,480,Orange,Beige,1x1,,Crafting,,1.0.0,garden,None,log,None,True,Chair,True,Does not play music,No lighting,FtrLogStoolS_Remake_1_0,1_0,4038,wMBLREDHeGaj8rK2A,False,0,2020-08-13
log stool,White wood,Lumber type,,,True,True,False,1,,480,Beige,Beige,1x1,,Crafting,,1.0.0,garden,None,log,None,True,Chair,True,Does not play music,No lighting,FtrLogStoolS_Remake_2_0,2_0,4038,ALXdHxZxSkLD2Y9r8,False,0,2020-08-13
log stool,White birch,Lumber type,,,True,True,False,1,,480,White,Beige,1x1,,Crafting,,1.0.0,garden,None,log,None,True,Chair,True,Does not play music,No lighting,FtrLogStoolS_Remake_3_0,3_0,4038,MwRBDTfbBPCA62Fck,False,0,2020-08-13
long bathtub,White,,,,False,False,False,,7800,1950,White,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_0_0,0_0,4080,8jzYuuHWZ8PkcCy48,True,0,2020-08-13
long bathtub,Black marble,,,,False,False,False,,7800,1950,Black,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_1_0,1_0,4080,q2NhKRtWGzp2riJWw,True,0,2020-08-13
long bathtub,White marble,,,,False,False,False,,7800,1950,Beige,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_2_0,2_0,4080,MtP2F2X6b7BYEYMe2,True,0,2020-08-13
long bathtub,Pink,,,,False,False,False,,7800,1950,Pink,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_3_0,3_0,4080,AJyTNWmdydZ7pX7pk,True,0,2020-08-13
long bathtub,Light blue,,,,False,False,False,,7800,1950,Light blue,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_4_0,4_0,4080,B5qb4SJHTHfmeF5fw,True,0,2020-08-13
long bathtub,Green,,,,False,False,False,,7800,1950,Green,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_5_0,5_0,4080,L5Z6osYQ3nBaLQaT4,True,0,2020-08-13
long bathtub,Two-toned tile,,,,False,False,False,,7800,1950,Light blue,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,bathroom,None,None,None,True,Bathtub,False,Does not play music,No lighting,FtrBathtub_Remake_6_0,6_0,4080,rjZJQ38S8enekwzDu,True,0,2020-08-13
loom,,,Checkered,Knitting,False,False,True,5,13000,3250,Brown,Red,2x2,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,None,None,None,True,Japanese Style,False,Does not play music,No lighting,FtrLoom_Remake_0_0,0_0,7681,y3D4YvZaqKFbmucLS,True,0,2020-08-13
loom,,,Goldfish,Knitting,False,False,True,5,13000,3250,Brown,Light blue,2x2,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,None,None,None,True,Japanese Style,False,Does not play music,No lighting,FtrLoom_Remake_0_1,0_1,7681,GqQdH3PTF9YsJaQhB,True,0,2020-08-13
loom,,,Camellia,Knitting,False,False,True,5,13000,3250,Brown,Red,2x2,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,None,None,None,True,Japanese Style,False,Does not play music,No lighting,FtrLoom_Remake_0_2,0_2,7681,5aMzGZTa85sgkPQMX,True,0,2020-08-13
loom,,,Chain print,Knitting,False,False,True,5,13000,3250,Brown,Blue,2x2,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,None,None,None,True,Japanese Style,False,Does not play music,No lighting,FtrLoom_Remake_0_3,0_3,7681,95Z47SedPvynyqc79,True,0,2020-08-13
low screen,Light brown,,Plain,Screen,False,False,True,1,870,217,Beige,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_0,0_0,1029,GdddgngycnMu3krY3,True,0,2020-08-13
low screen,Light brown,,Spring,Screen,False,False,True,1,870,217,Beige,Red,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_1,0_1,1029,sZ7p5GkxXZ5GYyiNe,True,0,2020-08-13
low screen,Light brown,,Summer,Screen,False,False,True,1,870,217,Beige,Blue,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_2,0_2,1029,YndT2v92edTr4EY3w,True,0,2020-08-13
low screen,Light brown,,Fall,Screen,False,False,True,1,870,217,Beige,Orange,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_3,0_3,1029,hGMk2vQcirmh2yAGA,True,0,2020-08-13
low screen,Light brown,,Winter,Screen,False,False,True,1,870,217,Beige,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_0_4,0_4,1029,Gwu8QexAnW75SBRZM,True,0,2020-08-13
low screen,Dark brown,,Plain,Screen,False,False,True,1,870,217,Brown,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_0,1_0,1029,YQ6Y6zqoy45P2QGwT,True,0,2020-08-13
low screen,Dark brown,,Spring,Screen,False,False,True,1,870,217,Brown,Red,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_1,1_1,1029,fLJYqaAbALE8BqQuP,True,0,2020-08-13
low screen,Dark brown,,Summer,Screen,False,False,True,1,870,217,Brown,Blue,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_2,1_2,1029,GLLCEYme77NGnbXqT,True,0,2020-08-13
low screen,Dark brown,,Fall,Screen,False,False,True,1,870,217,Brown,Orange,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_3,1_3,1029,wpEEt3ujb8QdDJqYZ,True,0,2020-08-13
low screen,Dark brown,,Winter,Screen,False,False,True,1,870,217,Brown,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_1_4,1_4,1029,f92P5xqCxtqLGPFec,True,0,2020-08-13
low screen,Brown,,Plain,Screen,False,False,True,1,870,217,Orange,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_0,2_0,1029,L9tJ8ugaXEArEZZig,True,0,2020-08-13
low screen,Brown,,Spring,Screen,False,False,True,1,870,217,Orange,Red,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_1,2_1,1029,RnnvaGqwmfP2DRdyE,True,0,2020-08-13
low screen,Brown,,Summer,Screen,False,False,True,1,870,217,Orange,Blue,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_2,2_2,1029,RHy8yQ4JYK8aqKEwm,True,0,2020-08-13
low screen,Brown,,Fall,Screen,False,False,True,1,870,217,Orange,Orange,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_3,2_3,1029,HWJQTa97uj2iWBqnt,True,0,2020-08-13
low screen,Brown,,Winter,Screen,False,False,True,1,870,217,Orange,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenJapanLow_Remake_2_4,2_4,1029,NYQ3u5MCEAXBsqQ8o,True,0,2020-08-13
lunar lander,,,,,True,False,False,,,16250,Gray,Yellow,2x2,,Crafting,,1.0.0,space,None,None,None,False,Space,True,Does not play music,No lighting,FtrModule,,1440,CZT8FPWE7yb2jArFy,False,0,2020-08-13
lunar rover,,,,,True,False,False,,,12580,Gray,Orange,2x2,,Crafting,,1.0.0,space,None,None,None,False,Space,True,Does not play music,No lighting,FtrMoonrover,,1442,yHfaNTNuyaDor4kWE,False,0,2020-08-13
Mama bear,Cream,,None,Shirt,False,False,True,1,2300,575,Pink,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_0_0,0_0,1500,9vctgTQ8hR8NAW7eY,True,0,2020-08-13
Mama bear,Cream,,Red stripes,Shirt,False,False,True,1,2300,575,Pink,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_0_1,0_1,1500,an5eGHGb9SPtvHcv8,True,0,2020-08-13
Mama bear,Cream,,Blue stripes,Shirt,False,False,True,1,2300,575,Pink,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_0_2,0_2,1500,aeRMSHRaKqiuAgwSP,True,0,2020-08-13
Mama bear,Cream,,Yellow stripes,Shirt,False,False,True,1,2300,575,Pink,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_0_3,0_3,1500,46EWow8Lu5kkAoMNF,True,0,2020-08-13
Mama bear,Caramel mocha,,None,Shirt,False,False,True,1,2300,575,Beige,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_1_0,1_0,1500,fiTtrJmvCbXWgAjZi,True,0,2020-08-13
Mama bear,Caramel mocha,,Red stripes,Shirt,False,False,True,1,2300,575,Beige,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_1_1,1_1,1500,aBDBJ87pxjYnC3Hxt,True,0,2020-08-13
Mama bear,Caramel mocha,,Blue stripes,Shirt,False,False,True,1,2300,575,Beige,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_1_2,1_2,1500,EcBCAxJy7hreYrxCf,True,0,2020-08-13
Mama bear,Caramel mocha,,Yellow stripes,Shirt,False,False,True,1,2300,575,Beige,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_1_3,1_3,1500,5sGLoneypSYLSFvmF,True,0,2020-08-13
Mama bear,Choco,,None,Shirt,False,False,True,1,2300,575,Brown,Brown,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_2_0,2_0,1500,sAHp3mdsQNBr6dFQc,True,0,2020-08-13
Mama bear,Choco,,Red stripes,Shirt,False,False,True,1,2300,575,Brown,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_2_1,2_1,1500,SuvHqJo69uRSMjysi,True,0,2020-08-13
Mama bear,Choco,,Blue stripes,Shirt,False,False,True,1,2300,575,Brown,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_2_2,2_2,1500,7kC3LAYNtRPGetXer,True,0,2020-08-13
Mama bear,Choco,,Yellow stripes,Shirt,False,False,True,1,2300,575,Brown,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_2_3,2_3,1500,hKAKqsecmEToav7Sg,True,0,2020-08-13
Mama bear,Floral,,None,Shirt,False,False,True,1,2300,575,White,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_3_0,3_0,1500,85uduk44EWYc5PaM6,True,0,2020-08-13
Mama bear,Floral,,Red stripes,Shirt,False,False,True,1,2300,575,White,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_3_1,3_1,1500,vXQhgeXwCPnBgqF9p,True,0,2020-08-13
Mama bear,Floral,,Blue stripes,Shirt,False,False,True,1,2300,575,White,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_3_2,3_2,1500,cPAud68JMYv6wyKJ4,True,0,2020-08-13
Mama bear,Floral,,Yellow stripes,Shirt,False,False,True,1,2300,575,White,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearM_Remake_3_3,3_3,1500,ECFK9SPzPqJYnQ95A,True,0,2020-08-13
