Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
magazine,,,Food,Feature,False,False,True,1,210,52,White,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,False,Study,False,Does not play music,No lighting,FtrMagagineOpened_Remake_0_0,0_0,3586,ubFRtmXtA5tPzZu67,True,0,2020-08-13
magazine,,,Cars,Feature,False,False,True,1,210,52,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,False,Study,False,Does not play music,No lighting,FtrMagagineOpened_Remake_0_1,0_1,3586,jp8LMYNvKuuzHMQmk,True,0,2020-08-13
magazine,,,Fashion,Feature,False,False,True,1,210,52,White,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,False,Study,False,Does not play music,No lighting,FtrMagagineOpened_Remake_0_2,0_2,3586,HWAKztLbE26R24E3B,True,0,2020-08-13
magazine,,,Outdoors,Feature,False,False,True,1,210,52,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,False,Study,False,Does not play music,No lighting,FtrMagagineOpened_Remake_0_3,0_3,3586,jqGwP9z9ET7PmMjzJ,True,0,2020-08-13
magazine,,,Resorts,Feature,False,False,True,1,210,52,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,False,Study,False,Does not play music,No lighting,FtrMagagineOpened_Remake_0_4,0_4,3586,T6RRkWuSRGjQRzJxg,True,0,2020-08-13
magazine,,,Music,Feature,False,False,True,1,210,52,White,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,False,Study,False,Does not play music,No lighting,FtrMagagineOpened_Remake_0_5,0_5,3586,i8QEQcS7u9NNHfErk,True,0,2020-08-13
magazine,,,Pop stars,Feature,False,False,True,1,210,52,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,False,Study,False,Does not play music,No lighting,FtrMagagineOpened_Remake_0_6,0_6,3586,FNnGBX8fDGQYq3xEG,True,0,2020-08-13
magazine rack,Natural,Body color,Café,Magazine,True,True,True,2,,690,Beige,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_0_0,0_0,1032,Wo4yYZbKaqdwdqZ7M,False,0,2020-08-13
magazine rack,Natural,Body color,Travel,Magazine,True,True,True,2,,690,Beige,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_0_1,0_1,1032,AvB87oMQSiYZR9QwD,False,0,2020-08-13
magazine rack,Natural,Body color,Fashion,Magazine,True,True,True,2,,690,Beige,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_0_2,0_2,1032,ktE9LyLDx8QtLWEtk,False,0,2020-08-13
magazine rack,Natural,Body color,Sports,Magazine,True,True,True,2,,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_0_3,0_3,1032,BJMuMLcRCtx5D4k57,False,0,2020-08-13
magazine rack,Natural,Body color,Comics,Magazine,True,True,True,2,,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_0_4,0_4,1032,LSJaDaSmM9etu3X7h,False,0,2020-08-13
magazine rack,Natural,Body color,Kids,Magazine,True,True,True,2,,690,Beige,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_0_5,0_5,1032,cAHru2tWYhnttwET2,False,0,2020-08-13
magazine rack,Natural,Body color,Weekly news,Magazine,True,True,True,2,,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_0_6,0_6,1032,HJZe3QeazMN5YvCuB,False,0,2020-08-13
magazine rack,Orange,Body color,Café,Magazine,True,True,True,2,,690,Orange,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_1_0,1_0,1032,tTB373BydT6kevZGW,False,0,2020-08-13
magazine rack,Orange,Body color,Travel,Magazine,True,True,True,2,,690,Orange,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_1_1,1_1,1032,5YTXJt86SBcnLk6im,False,0,2020-08-13
magazine rack,Orange,Body color,Fashion,Magazine,True,True,True,2,,690,Orange,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_1_2,1_2,1032,TdjSJ35oCKopgGaCr,False,0,2020-08-13
magazine rack,Orange,Body color,Sports,Magazine,True,True,True,2,,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_1_3,1_3,1032,xsMXLLEzdy2MrQMWR,False,0,2020-08-13
magazine rack,Orange,Body color,Comics,Magazine,True,True,True,2,,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_1_4,1_4,1032,Pi5Ykg6xPrQYYkirp,False,0,2020-08-13
magazine rack,Orange,Body color,Kids,Magazine,True,True,True,2,,690,Orange,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_1_5,1_5,1032,MGB6SFrnQZZcqDRFK,False,0,2020-08-13
magazine rack,Orange,Body color,Weekly news,Magazine,True,True,True,2,,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_1_6,1_6,1032,jtri7Qn8ccQpnmNBH,False,0,2020-08-13
magazine rack,Brown,Body color,Café,Magazine,True,True,True,2,,690,Brown,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_2_0,2_0,1032,662Jbq3RLNgSxGJdY,False,0,2020-08-13
magazine rack,Brown,Body color,Travel,Magazine,True,True,True,2,,690,Brown,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_2_1,2_1,1032,HWtE8m3M3KfZkHD4f,False,0,2020-08-13
magazine rack,Brown,Body color,Fashion,Magazine,True,True,True,2,,690,Brown,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_2_2,2_2,1032,79gtKZbMg2xN9rPHN,False,0,2020-08-13
magazine rack,Brown,Body color,Sports,Magazine,True,True,True,2,,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_2_3,2_3,1032,phgiNZCS82KjWSkNM,False,0,2020-08-13
magazine rack,Brown,Body color,Comics,Magazine,True,True,True,2,,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_2_4,2_4,1032,y6udXZKaamcgghk93,False,0,2020-08-13
magazine rack,Brown,Body color,Kids,Magazine,True,True,True,2,,690,Brown,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_2_5,2_5,1032,7sYeGYvcdLhSnooSM,False,0,2020-08-13
magazine rack,Brown,Body color,Weekly news,Magazine,True,True,True,2,,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_2_6,2_6,1032,p24iNjZsjPAq2bWBr,False,0,2020-08-13
magazine rack,White,Body color,Café,Magazine,True,True,True,2,,690,White,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_3_0,3_0,1032,YwKrn7FGMKwMwExid,False,0,2020-08-13
magazine rack,White,Body color,Travel,Magazine,True,True,True,2,,690,White,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_3_1,3_1,1032,m7ch8eZpMXxCY3MaX,False,0,2020-08-13
magazine rack,White,Body color,Fashion,Magazine,True,True,True,2,,690,White,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_3_2,3_2,1032,gy8kzDa7L6PfLe8AP,False,0,2020-08-13
magazine rack,White,Body color,Sports,Magazine,True,True,True,2,,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_3_3,3_3,1032,YEFjnGNwLxwmsNjWP,False,0,2020-08-13
magazine rack,White,Body color,Comics,Magazine,True,True,True,2,,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_3_4,3_4,1032,GgZHrgqNjKrXWBbwL,False,0,2020-08-13
magazine rack,White,Body color,Kids,Magazine,True,True,True,2,,690,White,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_3_5,3_5,1032,2TXtK6DHHxQhkjbo6,False,0,2020-08-13
magazine rack,White,Body color,Weekly news,Magazine,True,True,True,2,,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_3_6,3_6,1032,cAjvMHvW4c8PK5uK3,False,0,2020-08-13
magazine rack,Black,Body color,Café,Magazine,True,True,True,2,,690,Black,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_4_0,4_0,1032,MMQYWZE4vumyicqno,False,0,2020-08-13
magazine rack,Black,Body color,Travel,Magazine,True,True,True,2,,690,Black,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_4_1,4_1,1032,MCZixi2pmuCTK55tN,False,0,2020-08-13
magazine rack,Black,Body color,Fashion,Magazine,True,True,True,2,,690,Black,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_4_2,4_2,1032,ecZ3uBeePiyBHWYDL,False,0,2020-08-13
magazine rack,Black,Body color,Sports,Magazine,True,True,True,2,,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_4_3,4_3,1032,ntTkhsWfyszuLkLbj,False,0,2020-08-13
magazine rack,Black,Body color,Comics,Magazine,True,True,True,2,,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_4_4,4_4,1032,H6QSHEmRWD93xCujc,False,0,2020-08-13
magazine rack,Black,Body color,Kids,Magazine,True,True,True,2,,690,Black,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_4_5,4_5,1032,WYbaMaw9Tm4yFhwpc,False,0,2020-08-13
magazine rack,Black,Body color,Weekly news,Magazine,True,True,True,2,,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_4_6,4_6,1032,zG9eiiLZzXGy3tKDR,False,0,2020-08-13
magazine rack,Yellow,Body color,Café,Magazine,True,True,True,2,,690,Yellow,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_5_0,5_0,1032,N4SG9pJnkm2KBTnKx,False,0,2020-08-13
magazine rack,Yellow,Body color,Travel,Magazine,True,True,True,2,,690,Yellow,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_5_1,5_1,1032,oA6c5LAJ73cuYC87W,False,0,2020-08-13
magazine rack,Yellow,Body color,Fashion,Magazine,True,True,True,2,,690,Yellow,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_5_2,5_2,1032,cwce7jyNMc2CFbu35,False,0,2020-08-13
magazine rack,Yellow,Body color,Sports,Magazine,True,True,True,2,,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_5_3,5_3,1032,yme5Z3XPkJv7TvJsz,False,0,2020-08-13
magazine rack,Yellow,Body color,Comics,Magazine,True,True,True,2,,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_5_4,5_4,1032,WF5tYquqZy5Hx6f7n,False,0,2020-08-13
magazine rack,Yellow,Body color,Kids,Magazine,True,True,True,2,,690,Yellow,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_5_5,5_5,1032,62v6SkTEGPfeWpzq7,False,0,2020-08-13
magazine rack,Yellow,Body color,Weekly news,Magazine,True,True,True,2,,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_5_6,5_6,1032,uyK2Tg3gBi3Jt3AC5,False,0,2020-08-13
magazine rack,Green,Body color,Café,Magazine,True,True,True,2,,690,Blue,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_6_0,6_0,1032,DGbGviG8fssfzSjjn,False,0,2020-08-13
magazine rack,Green,Body color,Travel,Magazine,True,True,True,2,,690,Blue,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_6_1,6_1,1032,F4nMdFpzuYh6JHNXu,False,0,2020-08-13
magazine rack,Green,Body color,Fashion,Magazine,True,True,True,2,,690,Blue,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_6_2,6_2,1032,ZtBDo9gESFZcmfaSZ,False,0,2020-08-13
magazine rack,Green,Body color,Sports,Magazine,True,True,True,2,,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_6_3,6_3,1032,65dPnTZCY2Midu9tC,False,0,2020-08-13
magazine rack,Green,Body color,Comics,Magazine,True,True,True,2,,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_6_4,6_4,1032,upqpxn4suyZyPfriq,False,0,2020-08-13
magazine rack,Green,Body color,Kids,Magazine,True,True,True,2,,690,Blue,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_6_5,6_5,1032,jp4kckYEpdyDHAmZ6,False,0,2020-08-13
magazine rack,Green,Body color,Weekly news,Magazine,True,True,True,2,,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_6_6,6_6,1032,B8hREdy54zwtRELs3,False,0,2020-08-13
magazine rack,Red,Body color,Café,Magazine,True,True,True,2,,690,Red,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_0,7_0,1032,cQiL3sjm6HejBp6jr,False,0,2020-08-13
magazine rack,Red,Body color,Travel,Magazine,True,True,True,2,,690,Red,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_1,7_1,1032,MmrStrkiQibWyaTFF,False,0,2020-08-13
magazine rack,Red,Body color,Fashion,Magazine,True,True,True,2,,690,Red,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_2,7_2,1032,2oDKdjPx9etaYKLXq,False,0,2020-08-13
magazine rack,Red,Body color,Sports,Magazine,True,True,True,2,,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_3,7_3,1032,wBmLvSuR9ipfXcczE,False,0,2020-08-13
magazine rack,Red,Body color,Comics,Magazine,True,True,True,2,,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_4,7_4,1032,7E3e4zxpKeaZNsttz,False,0,2020-08-13
magazine rack,Red,Body color,Kids,Magazine,True,True,True,2,,690,Red,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_5,7_5,1032,3WZCA5yt8MBxQRXv6,False,0,2020-08-13
magazine rack,Red,Body color,Weekly news,Magazine,True,True,True,2,,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_6,7_6,1032,EW33qjFJ2iyrjbNXX,False,0,2020-08-13
magic kit,Red,,,,False,False,False,,980,245,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,True,Toy,False,Does not play music,No lighting,FtrMagicset_Remake_0_0,0_0,4392,eL3Tsbu3wP6HbRyya,True,0,2020-08-13
magic kit,Blue,,,,False,False,False,,980,245,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,True,Toy,False,Does not play music,No lighting,FtrMagicset_Remake_1_0,1_0,4392,AC7RRQhviks5j7rBd,True,0,2020-08-13
mahi-mahi model,,,,,False,False,False,,,18000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishShiiraToy,,7014,Daq8bZwS56nqzef9w,False,0,2020-08-13
man-faced stink bug model,,,,,False,False,False,,,3000,Black,Orange,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectJinmenkamemushiToy,,7116,NpZjkGcav7Rmp2C3C,False,0,2020-08-13
mantis model,,,,,False,False,False,,,1290,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectKamakiriToy,,7068,TrAWLhDAyZtX9WKhp,False,0,2020-08-13
matryoshka,Red,Variation,,,True,True,False,1,,600,Red,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_0_0,0_0,1652,3z54fyJ3zLqHi6AHK,False,0,2020-08-13
matryoshka,Yellow,Variation,,,True,True,False,1,,600,Yellow,White,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_1_0,1_0,1652,2xXpsWapS5k9w4Swe,False,0,2020-08-13
matryoshka,Blue,Variation,,,True,True,False,1,,600,Blue,Light blue,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_2_0,2_0,1652,J3y9wjPRmZLkDxd2i,False,0,2020-08-13
matryoshka,Brown,Variation,,,True,True,False,1,,600,Brown,Beige,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_3_0,3_0,1652,P5aS7ieCEWfbWgmsP,False,0,2020-08-13
matryoshka,Green,Variation,,,True,True,False,1,,600,Green,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_4_0,4_0,1652,r7PyYPYEc6YRfLHN4,False,0,2020-08-13
metal can,,,,,False,False,False,,600,150,Gray,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,garage,None,None,None,False,Vehicle,True,Does not play music,No lighting,FtrIttocan,,7262,qs82ddEhZnHPBiKhA,True,0,2020-08-13
metronome,Red,,,,False,False,False,,1300,325,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_0_0,0_0,1042,KkzpcffFjKfiejhYa,True,0,2020-08-13
metronome,Cream,,,,False,False,False,,1300,325,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_1_0,1_0,1042,nSWPuKrRQstBhY8hn,True,0,2020-08-13
metronome,Blue,,,,False,False,False,,1300,325,Blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_2_0,2_0,1042,NNdNGDxNtfwtsy7Wx,True,0,2020-08-13
metronome,Black,,,,False,False,False,,1300,325,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_3_0,3_0,1042,7JaPzzKuyubzF5u5j,True,0,2020-08-13
metronome,Brown,,,,False,False,False,,1300,325,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_4_0,4_0,1042,r49zR8igZmhGWfbM3,True,0,2020-08-13
microscope,White,,,,False,False,False,,3100,775,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,False,Hospital,False,Does not play music,No lighting,FtrMicroscope_Remake_0_0,0_0,1319,2bh4eZPcmFcDbuboB,True,0,2020-08-13
microscope,Silver,,,,False,False,False,,3100,775,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,False,Hospital,False,Does not play music,No lighting,FtrMicroscope_Remake_1_0,1_0,1319,KuQEi8KfN9NC9u7ri,True,0,2020-08-13
microscope,Black,,,,False,False,False,,3100,775,Black,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,False,Hospital,False,Does not play music,No lighting,FtrMicroscope_Remake_2_0,2_0,1319,xBWBSrc4Gfuxbhtnm,True,0,2020-08-13
microwave,White,,,,False,False,False,,3000,750,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMicrowave_Remake_0_0,0_0,1043,DxKFu9TWtR7LEPqri,True,0,2020-08-13
microwave,Black,,,,False,False,False,,3000,750,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMicrowave_Remake_1_0,1_0,1043,xvQCy7v62sK5vEDLg,True,0,2020-08-13
microwave,Red,,,,False,False,False,,3000,750,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMicrowave_Remake_2_0,2_0,1043,YYah8Ptsgaa6D6uAb,True,0,2020-08-13
microwave,Green,,,,False,False,False,,3000,750,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMicrowave_Remake_3_0,3_0,1043,puchZntzSHe9Zr3Sd,True,0,2020-08-13
migratory locust model,,,,,False,False,False,,,1800,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectTonosamabattaToy,,7103,gMiihmJngqunEKW86,False,0,2020-08-13
mini-cactus set,,,,,False,False,False,,400,100,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,False,Plants,False,Does not play music,No lighting,FtrCactusesMini,,4123,8b5wuQtiQcBd8uxsa,True,0,2020-08-13
mitten crab model,,,,,False,False,False,,,6000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishSyanhaiganiToy,,7019,cTAZtg8MzbFFbEHFN,False,0,2020-08-13
mixer,Tomatoes,,,,False,False,False,,1400,350,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_0_0,0_0,1050,ynbwa4cYLx3HDvyx7,True,0,2020-08-13
mixer,Green smoothie,,,,False,False,False,,1400,350,Black,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_1_0,1_0,1050,besqQdHZJv2QkguWA,True,0,2020-08-13
mixer,Carrots,,,,False,False,False,,1400,350,Gray,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_2_0,2_0,1050,KD4AWsSniLR67P5sn,True,0,2020-08-13
mixer,Oranges,,,,False,False,False,,1400,350,Orange,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_3_0,3_0,1050,FuZSto5FtpvTJDksE,True,0,2020-08-13
mixer,Blueberries,,,,False,False,False,,1400,350,Green,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_4_0,4_0,1050,yQzhKzgsNpmgCLy6u,True,0,2020-08-13
mixer,Bananas,,,,False,False,False,,1400,350,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_5_0,5_0,1050,e8wF3FuLxR5LKRqTo,True,0,2020-08-13
mixer,Strawberries,,,,False,False,False,,1400,350,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_6_0,6_0,1050,Em56xYRxtAZF2w8mX,True,0,2020-08-13
